"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"11","1005.6","1008.0","1007.0","2024/09/11 09:39:00","1004.3","2024/09/11 00:25:00","28.8","31.6","2024/09/11 11:36:00","25.2","2024/09/11 05:16:00","25.1","81","70","2024/09/11 16:05:00","2.2","270","7.9","250","2024/09/11 11:08:00","0.0","0.0","0.0","--","0.0","--","11.2","91.3","24.70","10.0","5.0","11","2024/09/11 12:00:00","4.8","5.0","28.8","28.8","28.5","28.8","29.8","29.6","29.8"
"12","1004.5","1006.9","1007.3","2024/09/12 08:27:00","1002.2","2024/09/12 15:02:00","29.8","33.5","2024/09/12 12:06:00","27.0","2024/09/12 05:33:00","24.7","75","57","2024/09/12 16:04:00","4.6","70","15.2","50","2024/09/12 14:16:00","0.0","0.0","0.0","--","0.0","--","7.5","61.2","20.69","14.0","6.4","11","2024/09/12 12:00:00","7.5","5.6","29.0","29.0","29.0","29.2","30.2","29.6","29.7"
"13","1001.7","1004.1","1004.0","2024/09/13 08:21:00","999.6","2024/09/13 16:03:00","29.4","32.8","2024/09/13 10:08:00","26.1","2024/09/13 05:57:00","23.9","72","59","2024/09/13 10:00:00","5.8","60","18.5","50","2024/09/13 14:54:00","0.0","0.0","0.0","--","0.0","--","11.7","95.7","25.60","24.0","-6.8","12","2024/09/13 12:00:00","2.3","4.0","28.3","28.3","28.4","28.7","29.9","29.6","29.6"
"14","998.9","1001.4","1000.6","2024/09/14 00:01:00","997.5","2024/09/14 22:06:00","26.9","29.8","2024/09/14 09:20:00","25.0","2024/09/14 23:51:00","24.1","85","71","2024/09/14 02:03:00","4.7","40","13.9","50","2024/09/14 12:51:00","2.5","4.3","1.0","2024/09/14 20:33:00","1.5","2024/09/14 20:13:00","2.5","20.5","14.49","21.5","-2.6","8","2024/09/14 14:00:00","8.5","9.3","27.7","27.7","28.0","28.4","29.7","29.4","29.6"
"15","999.4","1001.8","1001.4","2024/09/15 22:18:00","997.6","2024/09/15 03:47:00","28.0","31.6","2024/09/15 12:08:00","24.3","2024/09/15 02:00:00","25.3","86","66","2024/09/15 12:10:00","2.1","330","7.0","340","2024/09/15 14:34:00","0.0","0.0","0.0","--","0.0","--","10.9","89.6","25.02","25.0","4.0","12","2024/09/15 13:00:00","6.3","5.6","28.2","28.2","28.0","28.2","29.3","29.1","29.5"
"16","1000.8","1003.2","1002.3","2024/09/16 08:42:00","999.2","2024/09/16 13:54:00","30.0","34.7","2024/09/16 12:49:00","26.0","2024/09/16 04:28:00","25.0","76","54","2024/09/16 12:51:00","4.1","70","16.4","70","2024/09/16 21:57:00","0.0","0.0","0.0","--","0.0","--","8.8","72.5","22.10","24.0","6.4","12","2024/09/16 12:00:00","5.5","7.8","28.8","28.8","28.6","28.7","29.7","29.2","29.4"
"17","1001.9","1004.3","1004.0","2024/09/17 21:25:00","999.6","2024/09/17 14:40:00","31.0","35.1","2024/09/17 12:48:00","28.3","2024/09/17 06:20:00","23.2","64","47","2024/09/17 12:26:00","7.4","60","20.1","80","2024/09/17 15:16:00","0.0","0.0","0.0","--","0.0","--","11.8","97.4","25.89","27.5","8.4","12","2024/09/17 12:00:00","1.0","2.1","28.7","28.7","28.6","28.8","29.7","29.3","29.3"
"18","1001.7","1004.2","1003.6","2024/09/18 00:04:00","1000.2","2024/09/18 14:07:00","28.4","31.5","2024/09/18 10:43:00","26.7","2024/09/18 22:59:00","25.0","82","68","2024/09/18 10:27:00","6.6","60","19.3","40","2024/09/18 11:06:00","16.5","3.8","5.0","2024/09/18 17:51:00","7.5","2024/09/18 17:31:00","6.1","50.4","16.17","23.0","-4.8","12","2024/09/18 12:00:00","6.0","7.0","28.0","28.0","28.1","28.5","29.6","29.3","29.3"
"19","1001.1","1003.5","1002.8","2024/09/19 22:31:00","999.7","2024/09/19 14:47:00","28.4","31.2","2024/09/19 13:37:00","26.3","2024/09/19 04:18:00","26.1","87","73","2024/09/19 17:05:00","2.0","30","6.8","20","2024/09/19 12:17:00","0.0","0.0","0.0","--","0.0","--","7.3","60.4","20.08","27.5","4.7","12","2024/09/19 12:00:00","5.5","6.3","28.8","28.8","28.5","28.6","29.5","29.1","29.3"
"20","1002.8","1005.2","1004.6","2024/09/20 09:31:00","1001.6","2024/09/20 03:18:00","29.2","31.9","2024/09/20 11:56:00","27.0","2024/09/20 05:23:00","25.5","81","67","2024/09/20 11:57:00","2.7","40","11.2","40","2024/09/20 15:59:00","0.0","0.0","0.0","--","0.0","--","5.8","48.1","17.20","25.0","-2.2","11","2024/09/20 13:00:00","7.5","7.8","28.9","28.9","28.7","28.8","29.8","29.2","29.3"
"21","1001.9","1004.4","1003.0","2024/09/21 08:12:00","1000.6","2024/09/21 17:37:00","26.5","28.2","2024/09/21 00:37:00","25.4","2024/09/21 16:06:00","25.8","96","84","2024/09/21 00:50:00","2.7","200","10.9","230","2024/09/21 23:43:00","189.0","14.1","11.0","2024/09/21 18:14:00","45.5","2024/09/21 17:59:00","0.2","1.7","3.09","12.3","/","3","2024/09/21 11:00:00","10.0","9.9","27.7","27.7","27.9","28.3","29.4","28.5","28.7"
"22","1006.1","1008.6","1010.8","2024/09/22 21:22:00","1000.7","2024/09/22 01:13:00","26.5","29.3","2024/09/22 11:24:00","25.3","2024/09/22 20:18:00","25.2","92","81","2024/09/22 11:16:00","3.8","50","14.0","260","2024/09/22 02:13:00","25.0","10.3","5.0","2024/09/22 14:32:00","12.0","2024/09/22 14:17:00","0.0","0.0","5.77","15.3","-1.5","6","2024/09/22 12:00:00","10.0","10.0","27.0","27.0","27.0","27.3","28.5","27.6","28.2"
"23","1010.0","1012.5","1011.9","2024/09/23 21:19:00","1008.2","2024/09/23 14:59:00","26.9","30.0","2024/09/23 12:06:00","24.8","2024/09/23 21:24:00","25.2","91","73","2024/09/23 11:37:00","2.4","120","10.6","230","2024/09/23 21:24:00","23.0","4.1","9.0","2024/09/23 20:39:00","18.5","2024/09/23 20:39:00","0.6","5.0","11.29","24.0","/","9","2024/09/23 12:00:00","9.3","10.0","27.2","27.2","27.1","27.2","28.2","27.5","28.1"
"24","1009.5","1012.0","1010.8","2024/09/24 22:18:00","1007.8","2024/09/24 15:14:00","27.5","29.7","2024/09/24 14:14:00","25.2","2024/09/24 00:02:00","25.3","88","78","2024/09/24 14:16:00","2.4","300","9.2","240","2024/09/24 01:36:00","9.5","3.0","4.0","2024/09/24 22:01:00","7.0","2024/09/24 22:01:00","3.9","32.6","16.31","16.0","-4.0","10","2024/09/24 13:00:00","8.3","9.5","27.6","27.6","27.3","27.3","28.3","27.5","28.0"
"25","1008.8","1011.3","1010.1","2024/09/25 10:05:00","1007.6","2024/09/25 15:16:00","27.4","30.1","2024/09/25 11:46:00","25.3","2024/09/25 00:01:00","25.2","88","76","2024/09/25 16:01:00","2.0","320","7.1","240","2024/09/25 12:04:00","T","0.3","T","2024/09/25 05:37:00","T","2024/09/25 05:37:00","5.2","43.6","18.33","18.0","-3.0","12","2024/09/25 12:00:00","8.5","9.4","27.8","27.8","27.5","27.5","28.4","27.7","28.0"
"26","1008.4","1010.9","1009.8","2024/09/26 08:43:00","1007.1","2024/09/26 14:48:00","27.3","30.0","2024/09/26 13:40:00","26.0","2024/09/26 23:54:00","24.8","86","71","2024/09/26 12:57:00","2.9","60","9.6","20","2024/09/26 10:13:00","6.0","1.2","3.0","2024/09/26 10:01:00","5.5","2024/09/26 10:01:00","4.1","34.5","14.40","14.5","-3.5","12","2024/09/26 13:00:00","7.8","7.7","27.8","27.8","27.6","27.7","28.6","27.9","28.1"
"27","1007.2","1009.7","1008.4","2024/09/27 09:35:00","1005.9","2024/09/27 14:03:00","26.7","29.7","2024/09/27 13:30:00","25.2","2024/09/27 18:59:00","24.6","88","75","2024/09/27 13:21:00","2.6","50","10.9","20","2024/09/27 17:05:00","7.0","1.6","3.5","2024/09/27 09:31:00","6.5","2024/09/27 09:31:00","2.8","23.6","14.82","13.5","-3.2","9","2024/09/27 13:00:00","7.8","8.7","27.6","27.6","27.4","27.5","28.5","27.9","28.1"
"28","1006.6","1009.1","1008.2","2024/09/28 09:09:00","1005.4","2024/09/28 14:49:00","27.1","29.6","2024/09/28 12:12:00","25.5","2024/09/28 04:42:00","24.3","85","73","2024/09/28 12:13:00","7.1","50","18.0","50","2024/09/28 11:52:00","8.0","3.2","2.0","2024/09/28 03:25:00","3.5","2024/09/28 03:25:00","2.7","22.8","13.41","16.0","-3.2","8","2024/09/28 13:00:00","8.3","7.1","26.7","26.7","26.9","27.1","28.2","27.7","28.1"
"29","1004.1","1006.6","1005.9","2024/09/29 00:01:00","1001.8","2024/09/29 16:09:00","28.3","31.0","2024/09/29 14:16:00","25.9","2024/09/29 00:01:00","24.1","78","65","2024/09/29 14:14:00","8.0","60","17.2","80","2024/09/29 12:05:00","T","0.3","T","2024/09/29 12:17:00","T","2024/09/29 12:17:00","7.7","65.1","16.47","30.0","-4.2","9","2024/09/29 11:00:00","6.0","6.8","26.6","26.6","26.6","26.9","27.9","27.5","27.9"
"30","999.6","1002.0","1003.9","2024/09/30 00:01:00","996.0","2024/09/30 16:18:00","28.6","30.9","2024/09/30 14:44:00","26.8","2024/09/30 17:30:00","23.3","73","63","2024/09/30 12:18:00","9.6","60","23.1","90","2024/09/30 16:15:00","0.0","0.0","0.0","--","0.0","--","4.8","40.7","15.16","30.0","5.0","7","2024/09/30 10:00:00","8.5","9.9","26.4","26.4","26.5","26.8","27.8","27.5","27.9"
