"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"13","1011.4","1014.0","1013.0","2024/05/13 10:31:00","1009.4","2024/05/13 01:51:00","19.2","22.6","2024/05/13 00:01:00","16.6","2024/05/13 19:55:00","17.1","87","76","2024/05/13 22:03:00","6.4","60","15.6","50","2024/05/13 11:07:00","19.5","7.0","3.5","2024/05/13 02:39:00","8.0","2024/05/13 02:01:00","0.0","0.0","4.13","16.5","-1.6","3","2024/05/13 12:00:00","10.0","10.0","21.1","21.1","22.9","23.4","24.9","24.7","24.0"
"14","1011.8","1014.3","1013.4","2024/05/14 21:58:00","1010.3","2024/05/14 02:48:00","21.0","24.0","2024/05/14 14:45:00","18.1","2024/05/14 00:01:00","16.2","75","61","2024/05/14 13:43:00","4.3","60","11.9","50","2024/05/14 09:37:00","0.0","0.0","0.0","--","0.0","--","0.6","4.5","14.92","20.5","3.6","7","2024/05/14 12:00:00","8.5","8.3","20.9","20.9","21.5","21.8","23.2","23.3","23.9"
"15","1012.9","1015.4","1014.7","2024/05/15 22:09:00","1011.3","2024/05/15 03:26:00","22.0","26.3","2024/05/15 14:19:00","17.7","2024/05/15 03:52:00","14.8","65","40","2024/05/15 22:57:00","4.5","50","12.5","50","2024/05/15 16:17:00","0.0","0.0","0.0","--","0.0","--","12.4","92.9","29.41","30.0","7.7","12","2024/05/15 13:00:00","4.8","4.2","21.5","21.5","21.9","22.0","23.2","23.1","23.8"
"16","1013.2","1015.7","1016.4","2024/05/16 07:03:00","1010.5","2024/05/16 16:25:00","22.1","24.5","2024/05/16 11:42:00","20.0","2024/05/16 21:00:00","16.2","70","49","2024/05/16 00:19:00","6.3","50","17.3","40","2024/05/16 11:54:00","0.0","0.0","0.0","--","0.0","--","11.3","84.6","27.06","18.0","5.9","11","2024/05/16 12:00:00","5.5","6.1","21.2","21.2","21.9","22.0","23.2","23.2","23.8"
"17","1010.1","1012.6","1011.6","2024/05/17 07:43:00","1008.9","2024/05/17 16:27:00","23.3","26.9","2024/05/17 10:24:00","20.2","2024/05/17 00:27:00","19.6","80","71","2024/05/17 09:36:00","2.2","140","7.6","260","2024/05/17 11:24:00","0.0","0.0","0.0","--","0.0","--","6.5","48.7","22.53","16.0","4.1","10","2024/05/17 12:00:00","8.5","9.7","23.0","23.0","22.6","22.6","23.5","23.2","23.7"
"18","1007.6","1010.1","1009.6","2024/05/18 00:01:00","1004.9","2024/05/18 16:22:00","24.5","28.3","2024/05/18 14:46:00","20.1","2024/05/18 05:25:00","21.9","86","74","2024/05/18 09:49:00","4.1","50","13.4","40","2024/05/18 14:53:00","0.0","0.0","0.0","--","0.0","--","9.8","73.2","25.97","18.5","6.8","11","2024/05/18 12:00:00","7.8","8.5","23.9","23.9","23.5","23.3","24.1","23.5","23.6"
"19","1006.1","1008.6","1007.1","2024/05/19 08:16:00","1004.8","2024/05/19 02:42:00","25.8","28.5","2024/05/19 09:41:00","24.1","2024/05/19 02:02:00","23.3","86","78","2024/05/19 09:42:00","4.3","50","12.2","30","2024/05/19 11:58:00","0.0","0.0","0.0","--","0.0","--","6.4","47.9","22.84","25.0","4.6","12","2024/05/19 12:00:00","8.5","9.5","25.1","25.1","24.5","24.3","24.8","23.9","23.6"
"20","1006.6","1009.1","1009.0","2024/05/20 21:51:00","1005.2","2024/05/20 01:51:00","25.8","27.8","2024/05/20 11:32:00","24.1","2024/05/20 05:33:00","23.3","86","80","2024/05/20 11:00:00","3.2","50","10.2","60","2024/05/20 14:28:00","T","0.2","T","2024/05/20 17:26:00","T","2024/05/20 17:26:00","0.0","0.0","10.23","36.3","-1.8","6","2024/05/20 12:00:00","10.0","10.0","25.1","25.1","24.7","24.6","25.2","24.3","23.7"
"21","1007.7","1010.2","1009.1","2024/05/21 09:06:00","1006.2","2024/05/21 16:10:00","25.5","27.5","2024/05/21 13:14:00","24.3","2024/05/21 03:45:00","24.5","94","88","2024/05/21 14:51:00","2.4","50","8.9","60","2024/05/21 02:03:00","1.5","5.2","0.5","2024/05/21 06:54:00","1.0","2024/05/21 06:54:00","0.2","1.5","10.56","22.8","-1.3","7","2024/05/21 13:00:00","10.0","10.0","25.4","25.4","24.8","24.7","25.3","24.4","23.9"
"22","1008.1","1010.6","1009.4","2024/05/22 10:15:00","1006.9","2024/05/22 02:09:00","24.2","25.4","2024/05/22 00:14:00","23.7","2024/05/22 18:27:00","23.2","94","92","2024/05/22 13:31:00","4.0","50","9.7","40","2024/05/22 14:39:00","0.5","3.1","0.5","2024/05/22 12:19:00","0.5","2024/05/22 12:19:00","0.0","0.0","4.83","14.0","-1.0","4","2024/05/22 13:00:00","10.0","10.0","24.5","24.5","24.5","24.5","25.3","24.6","24.0"
"23","1007.8","1010.3","1009.5","2024/05/23 10:43:00","1006.4","2024/05/23 04:31:00","24.2","25.8","2024/05/23 13:52:00","23.5","2024/05/23 05:14:00","23.4","95","90","2024/05/23 09:04:00","2.3","40","6.9","360","2024/05/23 17:43:00","13.5","3.5","4.0","2024/05/23 10:29:00","7.5","2024/05/23 10:23:00","0.0","0.0","5.79","16.3","-0.8","7","2024/05/23 13:00:00","10.0","10.0","24.5","24.5","24.1","24.1","25.0","24.4","24.1"
"24","1009.1","1011.6","1010.3","2024/05/24 08:43:00","1007.3","2024/05/24 03:36:00","24.9","27.1","2024/05/24 13:57:00","23.5","2024/05/24 04:02:00","23.6","92","75","2024/05/24 13:55:00","1.0","180","3.5","340","2024/05/24 14:34:00","3.5","5.7","0.5","2024/05/24 01:18:00","1.5","2024/05/24 02:01:00","0.0","0.0","8.75","19.0","-1.2","6","2024/05/24 13:00:00","10.0","10.0","24.9","24.9","24.3","24.2","25.0","24.3","24.1"
"25","1008.6","1011.1","1010.2","2024/05/25 09:05:00","1007.3","2024/05/25 17:59:00","25.9","28.5","2024/05/25 12:21:00","24.2","2024/05/25 05:27:00","24.1","90","77","2024/05/25 12:19:00","1.7","60","5.5","340","2024/05/25 12:35:00","T","0.8","T","2024/05/25 10:10:00","T","2024/05/25 10:10:00","0.0","0.0","9.83","19.5","-1.4","6","2024/05/25 13:00:00","9.8","10.0","25.3","25.3","24.7","24.6","25.2","24.4","24.1"
"26","1006.5","1009.0","1008.0","2024/05/26 00:01:00","1004.3","2024/05/26 23:57:00","26.1","29.0","2024/05/26 12:39:00","24.4","2024/05/26 02:24:00","24.5","91","82","2024/05/26 13:29:00","1.3","330","4.8","330","2024/05/26 12:54:00","1.0","1.2","1.0","2024/05/26 10:26:00","1.0","2024/05/26 10:13:00","1.7","12.6","14.76","12.8","-2.9","8","2024/05/26 13:00:00","8.3","9.2","25.8","25.8","25.1","24.9","25.5","24.5","24.1"
"27","1000.8","1003.2","1004.3","2024/05/27 00:02:00","997.8","2024/05/27 23:56:00","27.1","29.8","2024/05/27 10:44:00","24.0","2024/05/27 04:40:00","24.6","87","76","2024/05/27 16:29:00","4.9","240","17.1","230","2024/05/27 13:00:00","1.5","2.6","1.0","2024/05/27 14:01:00","1.0","2024/05/27 13:29:00","1.5","11.1","14.44","16.0","/","9","2024/05/27 11:00:00","8.3","9.0","25.7","25.7","25.3","25.1","25.7","24.7","24.2"
"28","1002.5","1005.0","1005.8","2024/05/28 22:06:00","996.7","2024/05/28 02:32:00","23.6","28.5","2024/05/28 03:51:00","21.9","2024/05/28 07:52:00","20.5","83","72","2024/05/28 22:57:00","8.1","50","19.7","250","2024/05/28 01:37:00","58.5","4.6","10.5","2024/05/28 05:19:00","32.0","2024/05/28 04:55:00","0.0","0.0","6.33","11.0","-2.9","5","2024/05/28 14:00:00","10.0","9.4","23.6","23.6","24.3","24.5","25.4","24.7","24.3"
"29","1005.6","1008.1","1006.8","2024/05/29 06:22:00","1004.2","2024/05/29 17:34:00","23.6","25.7","2024/05/29 10:39:00","21.7","2024/05/29 01:40:00","19.2","76","66","2024/05/29 08:35:00","6.3","60","14.6","60","2024/05/29 11:39:00","0.0","0.0","0.0","--","0.0","--","1.0","7.4","15.50","17.0","4.6","9","2024/05/29 12:00:00","8.8","9.4","22.5","22.5","23.0","23.2","24.3","24.0","24.3"
"30","1006.0","1008.5","1007.7","2024/05/30 22:24:00","1004.7","2024/05/30 14:37:00","26.5","30.0","2024/05/30 11:22:00","22.5","2024/05/30 00:33:00","23.8","86","72","2024/05/30 10:27:00","1.9","50","6.9","360","2024/05/30 12:05:00","0.0","0.0","0.0","--","0.0","--","7.5","55.4","25.08","18.0","5.4","14","2024/05/30 13:00:00","6.8","8.4","25.2","25.2","24.3","24.0","24.6","24.1","24.2"
"31","1007.7","1010.2","1009.4","2024/05/31 23:13:00","1006.6","2024/05/31 02:15:00","28.1","30.0","2024/05/31 11:12:00","25.4","2024/05/31 04:15:00","25.4","86","76","2024/05/31 11:17:00","3.5","240","11.2","260","2024/05/31 16:56:00","T","0.1","T","2024/05/31 23:06:00","T","2024/05/31 23:06:00","5.9","43.5","22.82","27.5","-5.3","12","2024/05/31 11:00:00","6.8","7.8","26.4","26.4","25.5","25.2","25.6","24.5","24.2"
