"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"11","1008.9","1011.4","1010.8","2025/09/11 09:01:00","1007.0","2025/09/11 16:56:00","29.4","32.6","2025/09/11 13:18:00","27.1","2025/09/11 04:06:00","25.6","80","63","2025/09/11 12:17:00","3.2","20","9.0","20","2025/09/11 15:04:00","0.0","0.0","0.0","--","0.0","--","9.2","74.8","20.85","31.3","/","8","2025/09/11 12:00:00","4.8","5.2","30.4","30.6","31.4","31.3","31.3","30.6","29.9"
"12","1009.3","1011.7","1010.6","2025/09/12 09:06:00","1007.9","2025/09/12 15:13:00","28.8","31.3","2025/09/12 14:50:00","26.4","2025/09/12 03:07:00","25.5","83","70","2025/09/12 14:50:00","2.0","280","8.5","270","2025/09/12 02:47:00","15.0","2.9","6.0","2025/09/12 06:39:00","7.5","2025/09/12 02:33:00","7.5","61.1","22.68","19.8","/","9","2025/09/12 12:00:00","5.8","3.3","29.6","30.1","30.9","31.0","31.3","30.7","29.9"
"13","1009.4","1011.9","1010.8","2025/09/13 10:26:00","1008.0","2025/09/13 15:50:00","29.1","32.3","2025/09/13 13:52:00","26.0","2025/09/13 05:45:00","24.6","78","60","2025/09/13 08:58:00","2.8","250","9.0","250","2025/09/13 12:33:00","0.0","0.0","0.0","--","0.0","--","11.9","97.2","25.45","18.0","/","10","2025/09/13 12:00:00","4.3","0.4","29.0","29.4","30.2","30.3","30.8","30.5","29.9"
"14","1010.2","1012.6","1012.1","2025/09/14 21:52:00","1008.8","2025/09/14 15:01:00","28.9","31.8","2025/09/14 11:00:00","26.3","2025/09/14 04:51:00","24.9","79","60","2025/09/14 10:38:00","1.8","290","7.4","290","2025/09/14 11:27:00","T","0.4","T","2025/09/14 18:35:00","T","2025/09/14 18:35:00","7.2","58.9","20.64","16.0","/","9","2025/09/14 12:00:00","6.8","5.1","28.9","29.3","30.0","30.1","30.5","30.3","29.9"
"15","1010.4","1012.8","1012.2","2025/09/15 08:11:00","1008.1","2025/09/15 16:24:00","29.4","32.8","2025/09/15 16:10:00","26.6","2025/09/15 04:42:00","25.9","82","63","2025/09/15 16:07:00","2.7","20","11.8","20","2025/09/15 13:04:00","0.0","0.0","0.0","--","0.0","--","7.3","59.9","20.35","15.0","/","8","2025/09/15 11:00:00","6.8","1.7","29.2","29.5","30.1","30.2","30.4","30.2","29.8"
"16","1008.9","1011.4","1010.6","2025/09/16 08:16:00","1007.2","2025/09/16 18:14:00","29.2","32.0","2025/09/16 11:33:00","27.0","2025/09/16 05:26:00","25.1","79","66","2025/09/16 11:45:00","1.9","300","6.8","290","2025/09/16 10:38:00","0.0","0.0","0.0","--","0.0","--","4.8","39.4","17.03","15.0","/","8","2025/09/16 12:00:00","8.5","8.6","29.1","29.5","30.2","30.2","30.5","30.2","29.8"
"17","1007.7","1010.2","1008.9","2025/09/17 09:13:00","1006.3","2025/09/17 15:28:00","29.4","32.5","2025/09/17 13:01:00","26.1","2025/09/17 04:57:00","24.9","78","59","2025/09/17 08:55:00","2.0","300","8.6","300","2025/09/17 14:13:00","0.0","0.0","0.0","--","0.0","--","9.6","79.0","22.98","16.0","/","9","2025/09/17 12:00:00","4.5","2.7","29.3","29.5","30.1","30.1","30.3","30.1","29.8"
"18","1007.6","1010.0","1009.4","2025/09/18 23:19:00","1005.9","2025/09/18 14:37:00","29.5","34.4","2025/09/18 10:52:00","26.4","2025/09/18 06:09:00","24.6","76","49","2025/09/18 10:44:00","2.0","270","8.5","110","2025/09/18 09:50:00","0.0","0.0","0.0","--","0.0","--","6.8","56.1","19.25","24.0","/","9","2025/09/18 12:00:00","8.0","9.2","29.4","29.6","30.2","30.2","30.4","30.1","29.7"
"19","1007.8","1010.3","1009.3","2025/09/19 00:02:00","1005.4","2025/09/19 14:58:00","28.8","31.9","2025/09/19 13:53:00","25.9","2025/09/19 19:56:00","25.0","80","67","2025/09/19 13:53:00","2.7","270","10.0","230","2025/09/19 16:43:00","0.5","1.0","0.5","2025/09/19 19:13:00","0.5","2025/09/19 19:13:00","5.7","47.1","19.10","17.0","/","9","2025/09/19 13:00:00","8.5","9.5","29.6","29.8","30.4","30.5","30.5","30.2","29.7"
"20","1007.4","1009.9","1008.6","2025/09/20 00:01:00","1005.8","2025/09/20 14:45:00","28.6","31.6","2025/09/20 12:41:00","26.0","2025/09/20 04:49:00","25.3","82","69","2025/09/20 08:56:00","2.4","50","8.6","340","2025/09/20 13:55:00","0.0","0.0","0.0","--","0.0","--","9.1","75.4","22.90","27.5","/","9","2025/09/20 13:00:00","7.5","6.6","29.4","29.5","30.2","30.2","30.5","30.1","29.7"
"21","1005.9","1008.4","1007.3","2025/09/21 21:21:00","1004.4","2025/09/21 13:11:00","29.6","34.0","2025/09/21 10:31:00","25.7","2025/09/21 05:23:00","24.5","75","53","2025/09/21 10:02:00","5.7","60","19.1","40","2025/09/21 12:32:00","0.0","0.0","0.0","--","0.0","--","11.0","91.3","23.30","30.0","/","9","2025/09/21 13:00:00","7.0","6.4","29.1","29.5","30.3","30.3","30.5","30.1","29.7"
"22","1003.1","1005.6","1006.7","2025/09/22 00:01:00","999.7","2025/09/22 23:49:00","29.3","33.3","2025/09/22 11:21:00","26.8","2025/09/22 05:29:00","24.5","76","58","2025/09/22 11:15:00","8.5","60","20.0","50","2025/09/22 20:17:00","1.5","0.5","1.5","2025/09/22 07:07:00","1.5","2025/09/22 07:07:00","4.1","34.1","16.17","32.5","-5.0","8","2025/09/22 11:00:00","8.0","10.0","28.8","29.1","30.0","30.0","30.4","30.1","29.7"
"23","1000.5","1002.9","1004.1","2025/09/23 21:33:00","997.4","2025/09/23 03:14:00","28.0","29.8","2025/09/23 03:52:00","26.3","2025/09/23 23:00:00","24.6","82","67","2025/09/23 03:47:00","5.3","70","20.1","50","2025/09/23 03:14:00","3.0","5.9","0.5","2025/09/23 06:50:00","1.0","2025/09/23 19:37:00","0.0","0.0","2.59","21.3","/","2","2025/09/23 13:00:00","10.0","10.0","28.2","28.3","29.0","29.1","29.9","29.9","29.7"
"24","1004.2","1006.7","1007.6","2025/09/24 23:20:00","1000.8","2025/09/24 04:45:00","28.3","32.0","2025/09/24 13:15:00","25.6","2025/09/24 05:39:00","25.6","86","65","2025/09/24 13:17:00","2.5","210","8.7","250","2025/09/24 10:04:00","T","0.5","T","2025/09/24 00:01:00","T","2025/09/24 00:01:00","4.1","34.2","14.96","23.8","4.9","8","2025/09/24 13:00:00","6.5","8.0","28.6","28.5","29.1","29.0","29.4","29.5","29.6"
"25","1008.3","1010.8","1010.5","2025/09/25 22:01:00","1006.6","2025/09/25 02:23:00","28.8","33.4","2025/09/25 10:33:00","26.0","2025/09/25 05:02:00","24.9","80","54","2025/09/25 10:33:00","1.9","290","7.4","290","2025/09/25 11:10:00","0.0","0.0","0.0","--","0.0","--","8.9","74.5","21.96","23.8","3.9","8","2025/09/25 12:00:00","2.5","1.9","29.2","29.1","29.7","29.6","29.6","29.5","29.5"
"26","1010.2","1012.7","1011.8","2025/09/26 09:21:00","1009.1","2025/09/26 17:57:00","29.9","33.4","2025/09/26 11:59:00","26.9","2025/09/26 00:02:00","22.6","65","50","2025/09/26 11:59:00","4.1","80","15.3","70","2025/09/26 18:13:00","0.0","0.0","0.0","--","0.0","--","1.0","8.4","10.34","27.5","0.0","7","2025/09/26 12:00:00","8.3","9.2","28.9","28.9","29.6","29.6","29.8","29.6","29.4"
"27","1010.7","1013.2","1012.3","2025/09/27 07:30:00","1009.0","2025/09/27 14:40:00","29.5","33.6","2025/09/27 13:42:00","25.1","2025/09/27 04:54:00","23.9","72","57","2025/09/27 17:02:00","2.6","60","13.1","70","2025/09/27 00:25:00","0.0","0.0","0.0","--","0.0","--","8.3","69.8","20.99","15.0","/","7","2025/09/27 12:00:00","6.5","4.9","29.4","29.2","29.8","29.6","29.7","29.5","29.3"
"28","1011.0","1013.4","1012.6","2025/09/28 21:01:00","1009.5","2025/09/28 14:28:00","29.0","32.2","2025/09/28 11:35:00","25.6","2025/09/28 06:04:00","24.2","75","59","2025/09/28 14:58:00","2.1","300","6.4","340","2025/09/28 12:16:00","0.0","0.0","0.0","--","0.0","--","10.9","91.8","22.25","15.0","/","8","2025/09/28 12:00:00","2.0","0.8","29.5","29.4","30.1","30.0","30.0","29.6","29.3"
"29","1010.8","1013.3","1011.9","2025/09/29 00:01:00","1009.6","2025/09/29 16:00:00","28.4","31.0","2025/09/29 11:24:00","26.2","2025/09/29 06:08:00","25.2","83","69","2025/09/29 08:17:00","2.0","50","7.1","280","2025/09/29 11:38:00","0.0","0.0","0.0","--","0.0","--","7.0","59.1","19.11","14.0","4.7","7","2025/09/29 12:00:00","6.0","2.1","29.6","29.6","30.3","30.2","30.2","29.8","29.1"
"30","1009.9","1012.4","1011.3","2025/09/30 07:51:00","1008.0","2025/09/30 15:06:00","28.4","32.3","2025/09/30 09:51:00","25.9","2025/09/30 01:40:00","25.1","83","64","2025/09/30 09:34:00","2.1","280","7.4","300","2025/09/30 12:35:00","0.0","0.0","0.0","--","0.0","--","11.1","93.9","22.40","16.0","/","8","2025/09/30 12:00:00","5.3","4.6","29.7","29.7","30.3","30.2","30.3","29.9","28.9"
