"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"11","1016.9","1019.5","1018.7","2025/02/11 00:01:00","1014.6","2025/02/11 15:39:00","16.1","20.8","2025/02/11 14:27:00","10.5","2025/02/11 04:29:00","13.0","83","57","2025/02/11 09:13:00","2.1","220","6.4","350","2025/02/11 15:57:00","0.0","0.0","0.0","--","0.0","--","10.0","89.5","19.51","18.3","-3.1","8","2025/02/11 13:00:00","4.0","5.4","15.5","15.5","14.4","14.4","15.3","15.2","17.2"
"12","1016.5","1019.1","1018.6","2025/02/12 23:55:00","1013.9","2025/02/12 15:07:00","16.7","22.7","2025/02/12 12:23:00","15.2","2025/02/12 04:09:00","15.3","92","61","2025/02/12 12:39:00","2.4","60","15.7","60","2025/02/12 23:57:00","17.0","12.8","1.5","2025/02/12 19:31:00","5.0","2025/02/12 19:02:00","0.0","0.0","5.93","7.0","/","4","2025/02/12 12:00:00","10.0","10.0","16.3","16.3","15.8","15.7","16.4","15.9","17.2"
"13","1018.4","1021.0","1021.3","2025/02/13 07:15:00","1016.6","2025/02/13 15:37:00","14.3","16.2","2025/02/13 00:01:00","12.5","2025/02/13 07:34:00","12.2","88","78","2025/02/13 12:03:00","10.3","50","20.2","60","2025/02/13 06:50:00","27.5","10.6","1.5","2025/02/13 05:42:00","6.5","2025/02/13 05:23:00","0.0","0.0","3.85","12.5","-1.9","3","2025/02/13 13:00:00","10.0","10.0","13.9","13.9","14.8","15.1","16.3","16.2","17.3"
"14","1014.8","1017.4","1017.3","2025/02/14 00:13:00","1012.7","2025/02/14 16:43:00","16.8","19.8","2025/02/14 09:55:00","14.2","2025/02/14 23:22:00","14.3","86","70","2025/02/14 09:56:00","5.9","50","14.9","40","2025/02/14 12:59:00","0.0","0.0","0.0","--","0.0","--","1.1","9.8","10.21","16.0","1.0","6","2025/02/14 11:00:00","8.8","8.3","15.5","15.5","15.1","15.1","16.0","16.0","17.4"
"15","1012.7","1015.3","1014.3","2025/02/15 00:07:00","1010.3","2025/02/15 14:07:00","16.1","18.4","2025/02/15 14:16:00","14.3","2025/02/15 00:06:00","15.4","96","84","2025/02/15 14:17:00","2.1","40","7.4","340","2025/02/15 15:52:00","0.0","0.0","0.0","--","0.0","--","0.7","6.2","9.91","5.7","-1.8","6","2025/02/15 14:00:00","9.7","5.8","16.7","16.7","15.9","15.9","16.6","16.3","17.4"
"16","1015.9","1018.5","1019.2","2025/02/16 21:46:00","1013.2","2025/02/16 02:45:00","17.2","20.3","2025/02/16 12:23:00","15.4","2025/02/16 23:37:00","14.6","86","74","2025/02/16 13:19:00","5.4","50","14.9","60","2025/02/16 16:23:00","T","0.4","T","2025/02/16 08:11:00","T","2025/02/16 08:11:00","1.8","15.9","11.41","12.6","3.3","6","2025/02/16 13:00:00","8.3","6.1","16.8","16.8","16.5","16.4","17.2","16.7","17.5"
"17","1018.4","1021.0","1020.0","2025/02/17 23:34:00","1015.9","2025/02/17 16:06:00","17.5","20.1","2025/02/17 11:52:00","15.4","2025/02/17 00:01:00","9.6","60","48","2025/02/17 08:09:00","8.5","60","21.1","50","2025/02/17 11:21:00","0.0","0.0","0.0","--","0.0","--","9.9","87.5","18.76","12.0","-3.8","7","2025/02/17 13:00:00","2.0","4.4","15.6","15.6","15.7","16.0","17.0","16.9","17.6"
"18","1020.4","1023.0","1022.5","2025/02/18 09:27:00","1018.8","2025/02/18 14:16:00","15.1","17.4","2025/02/18 14:21:00","14.3","2025/02/18 08:16:00","12.0","82","69","2025/02/18 14:23:00","9.2","50","18.0","50","2025/02/18 18:13:00","T","1.0","T","2025/02/18 08:06:00","T","2025/02/18 08:06:00","0.2","1.8","6.85","19.5","-2.4","5","2025/02/18 12:00:00","10.0","9.0","15.1","15.1","15.4","15.7","16.8","16.8","17.7"
"19","1019.2","1021.8","1021.6","2025/02/19 09:26:00","1017.3","2025/02/19 16:13:00","16.8","20.4","2025/02/19 13:48:00","14.3","2025/02/19 00:01:00","11.9","73","61","2025/02/19 13:49:00","6.9","60","16.1","60","2025/02/19 05:33:00","0.0","0.0","0.0","--","0.0","--","2.4","21.1","10.88","32.5","2.0","8","2025/02/19 13:00:00","8.0","9.2","15.5","15.5","15.2","15.4","16.5","16.6","17.7"
"20","1019.3","1021.9","1021.3","2025/02/20 08:29:00","1016.9","2025/02/20 15:38:00","16.8","19.8","2025/02/20 11:52:00","15.1","2025/02/20 04:34:00","14.9","88","77","2025/02/20 10:05:00","4.5","40","14.9","40","2025/02/20 19:37:00","T","2.2","T","2025/02/20 18:33:00","T","2025/02/20 18:33:00","0.9","7.9","11.24","15.5","-1.1","6","2025/02/20 13:00:00","9.8","9.5","16.6","16.6","16.1","16.1","17.0","16.7","17.8"
"21","1022.2","1024.8","1023.7","2025/02/21 22:32:00","1020.4","2025/02/21 01:39:00","14.4","15.9","2025/02/21 13:27:00","13.3","2025/02/21 06:26:00","12.9","91","82","2025/02/21 13:59:00","8.5","50","18.1","50","2025/02/21 17:36:00","1.5","6.4","0.5","2025/02/21 01:41:00","0.5","2025/02/21 01:41:00","0.0","0.0","5.76","21.3","-1.9","4","2025/02/21 12:00:00","10.0","9.2","15.2","15.2","15.6","16.0","17.1","16.9","17.8"
"22","1021.3","1023.9","1023.4","2025/02/22 22:42:00","1018.8","2025/02/22 15:23:00","15.9","19.6","2025/02/22 10:41:00","14.2","2025/02/22 00:07:00","13.0","83","64","2025/02/22 10:09:00","9.2","50","18.6","50","2025/02/22 12:09:00","T","1.0","T","2025/02/22 21:13:00","T","2025/02/22 21:13:00","2.8","24.5","11.76","27.5","-1.0","6","2025/02/22 13:00:00","9.0","9.0","15.5","15.5","15.3","15.5","16.6","16.7","17.8"
"23","1025.2","1027.8","1028.2","2025/02/23 22:38:00","1022.1","2025/02/23 03:33:00","14.2","15.6","2025/02/23 11:05:00","12.6","2025/02/23 21:51:00","12.8","91","82","2025/02/23 19:24:00","8.1","50","18.3","50","2025/02/23 17:57:00","14.5","11.6","1.5","2025/02/23 06:08:00","4.0","2025/02/23 05:38:00","0.0","0.0","4.92","15.5","-1.5","3","2025/02/23 12:00:00","10.0","10.0","14.8","14.8","15.1","15.5","16.6","16.6","17.8"
"24","1027.3","1029.9","1030.1","2025/02/24 09:05:00","1025.2","2025/02/24 17:00:00","13.1","15.2","2025/02/24 11:50:00","11.8","2025/02/24 06:07:00","9.2","78","65","2025/02/24 12:34:00","9.4","60","19.0","40","2025/02/24 08:05:00","2.0","6.2","0.5","2025/02/24 00:12:00","1.0","2025/02/24 00:12:00","2.7","23.5","11.42","11.5","3.3","7","2025/02/24 12:00:00","8.3","8.9","12.9","13.4","14.4","14.9","16.2","16.3","17.8"
"25","1023.2","1025.8","1025.6","2025/02/25 00:01:00","1020.7","2025/02/25 14:06:00","15.7","20.2","2025/02/25 12:32:00","13.3","2025/02/25 00:57:00","11.4","76","57","2025/02/25 11:13:00","3.3","60","14.8","70","2025/02/25 00:51:00","0.0","0.0","0.0","--","0.0","--","7.1","61.8","18.47","12.5","-2.6","9","2025/02/25 13:00:00","8.0","8.3","15.0","15.4","15.8","15.8","16.1","16.2","17.9"
"26","1020.7","1023.3","1024.1","2025/02/26 09:23:00","1018.3","2025/02/26 23:55:00","16.2","17.4","2025/02/26 13:35:00","14.9","2025/02/26 03:47:00","15.2","94","91","2025/02/26 15:24:00","4.5","40","12.0","20","2025/02/26 09:18:00","1.0","3.1","0.5","2025/02/26 06:11:00","0.5","2025/02/26 05:42:00","0.0","0.0","4.27","11.0","-0.3","3","2025/02/26 14:00:00","10.0","10.0","16.2","16.4","16.7","16.7","16.9","16.9","18.1"
"27","1017.4","1020.0","1020.2","2025/02/27 10:26:00","1015.5","2025/02/27 16:13:00","15.4","17.3","2025/02/27 15:50:00","13.9","2025/02/27 08:02:00","14.4","94","82","2025/02/27 12:48:00","1.9","10","6.4","30","2025/02/27 00:33:00","T","0.2","T","2025/02/27 02:02:00","T","2025/02/27 02:02:00","0.0","0.0","6.84","3.0","0.8","6","2025/02/27 13:00:00","10.0","8.7","16.1","16.8","17.1","17.1","17.2","17.2","18.1"
"28","1015.6","1018.2","1017.5","2025/02/28 08:33:00","1014.0","2025/02/28 18:16:00","17.8","22.6","2025/02/28 16:37:00","13.3","2025/02/28 05:51:00","15.2","86","65","2025/02/28 16:30:00","1.7","50","6.3","330","2025/02/28 11:56:00","0.0","0.0","0.0","--","0.0","--","10.8","93.4","21.70","8.8","3.1","9","2025/02/28 13:00:00","0.0","2.4","17.0","17.2","17.6","17.5","17.3","17.3","18.2"
