"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1011.7","1014.3","1013.6","2025/02/01 23:12:00","1009.3","2025/02/01 14:59:00","17.3","20.6","2025/02/01 11:46:00","14.4","2025/02/01 23:19:00","15.8","91","81","2025/02/01 12:56:00","5.5","50","16.6","100","2025/02/01 20:22:00","4.5","6.1","1.0","2025/02/01 21:18:00","1.5","2025/02/01 18:54:00","3.3","30.1","12.19","23.0","-1.2","7","2025/02/01 13:00:00","7.3","9.3","16.6","16.6","16.2","16.1","16.8","16.4","18.0"
"02","1013.2","1015.8","1014.7","2025/02/02 23:23:00","1010.9","2025/02/02 14:16:00","14.8","15.6","2025/02/02 11:58:00","14.1","2025/02/02 04:02:00","13.5","92","87","2025/02/02 09:40:00","7.1","40","14.4","40","2025/02/02 15:48:00","2.0","6.8","0.5","2025/02/02 00:47:00","1.0","2025/02/02 03:18:00","0.0","0.0","2.66","16.0","-0.7","2","2025/02/02 12:00:00","10.0","9.9","15.1","15.1","15.6","15.8","16.9","16.8","18.0"
"03","1018.3","1020.9","1021.8","2025/02/03 23:48:00","1014.3","2025/02/03 02:31:00","12.1","14.6","2025/02/03 00:02:00","10.4","2025/02/03 15:13:00","10.2","88","73","2025/02/03 23:59:00","8.6","40","18.5","10","2025/02/03 14:10:00","6.0","13.4","0.5","2025/02/03 02:24:00","1.5","2025/02/03 07:19:00","0.0","0.0","1.12","9.5","-2.1","1","2025/02/03 12:00:00","10.0","10.0","13.4","13.4","14.5","15.0","16.4","16.6","18.1"
"04","1020.7","1023.3","1022.7","2025/02/04 01:14:00","1018.3","2025/02/04 14:15:00","12.3","15.2","2025/02/04 10:52:00","10.2","2025/02/04 21:50:00","4.4","59","48","2025/02/04 10:44:00","8.1","50","18.0","40","2025/02/04 00:41:00","T","1.0","T","2025/02/04 00:01:00","T","2025/02/04 00:01:00","9.7","88.2","18.90","15.0","2.1","7","2025/02/04 13:00:00","1.0","6.5","12.2","12.2","13.2","13.8","15.4","16.1","18.1"
"05","1017.0","1019.6","1019.5","2025/02/05 00:07:00","1014.3","2025/02/05 14:58:00","15.1","19.8","2025/02/05 13:43:00","11.9","2025/02/05 00:01:00","6.0","55","41","2025/02/05 13:50:00","5.5","60","14.2","50","2025/02/05 10:18:00","0.0","0.0","0.0","--","0.0","--","4.8","43.4","14.42","32.5","3.8","7","2025/02/05 13:00:00","6.0","8.6","13.3","13.3","13.3","13.6","15.1","15.7","18.0"
"06","1016.1","1018.7","1018.1","2025/02/06 09:07:00","1013.4","2025/02/06 14:05:00","16.2","19.0","2025/02/06 13:07:00","14.6","2025/02/06 02:01:00","11.9","76","63","2025/02/06 13:15:00","3.9","60","13.0","60","2025/02/06 23:03:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","5.46","32.5","-1.2","5","2025/02/06 12:00:00","10.0","10.0","14.8","14.8","14.5","14.6","15.6","15.7","17.8"
"07","1020.7","1023.3","1024.2","2025/02/07 22:10:00","1017.2","2025/02/07 00:09:00","12.7","15.6","2025/02/07 00:02:00","10.4","2025/02/07 23:52:00","9.8","83","62","2025/02/07 17:48:00","9.5","50","21.4","50","2025/02/07 15:24:00","3.0","14.1","0.5","2025/02/07 02:13:00","1.0","2025/02/07 03:38:00","0.0","0.0","2.03","16.0","-2.5","2","2025/02/07 12:00:00","10.0","10.0","13.1","13.1","14.2","14.7","15.9","16.0","17.7"
"08","1024.4","1027.1","1026.5","2025/02/08 09:35:00","1023.4","2025/02/08 02:10:00","10.1","10.9","2025/02/08 03:14:00","9.5","2025/02/08 16:10:00","3.6","64","56","2025/02/08 13:04:00","9.7","60","20.2","60","2025/02/08 10:08:00","T","0.3","T","2025/02/08 00:01:00","T","2025/02/08 00:01:00","0.0","0.0","2.25","17.0","-2.5","2","2025/02/08 13:00:00","10.0","9.2","10.3","10.3","12.2","13.0","14.8","15.6","17.7"
"09","1022.7","1025.4","1024.9","2025/02/09 06:44:00","1019.7","2025/02/09 15:04:00","11.4","14.2","2025/02/09 10:42:00","9.3","2025/02/09 04:10:00","6.5","72","62","2025/02/09 00:04:00","7.5","60","17.2","50","2025/02/09 16:58:00","T","3.4","T","2025/02/09 02:15:00","T","2025/02/09 02:15:00","0.8","7.2","6.64","17.0","-2.9","5","2025/02/09 11:00:00","9.0","8.8","11.2","11.2","11.9","12.5","14.0","14.9","17.6"
"10","1019.4","1022.0","1021.5","2025/02/10 07:19:00","1016.8","2025/02/10 15:48:00","16.1","20.3","2025/02/10 11:47:00","11.9","2025/02/10 00:01:00","9.1","64","51","2025/02/10 11:16:00","5.2","60","12.5","40","2025/02/10 15:16:00","0.0","0.0","0.0","--","0.0","--","9.3","83.4","19.15","20.5","3.2","8","2025/02/10 13:00:00","3.3","5.5","14.1","14.1","13.1","13.2","14.3","14.7","17.4"
