"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"14","1008.7","1011.2","1010.4","2023/05/14 08:10:00","1007.1","2023/05/14 17:18:00","23.1","26.0","2023/05/14 12:51:00","21.1","2023/05/14 04:44:00","19.2","79","57","2023/05/14 10:31:00","2.1","50","6.5","40","2023/05/14 14:12:00","T","1.4","T","2023/05/14 12:16:00","T","2023/05/14 12:16:00","0.0","0.0","7.78","16.0","-2.1","4","2023/05/14 11:00:00","10.0","22.1","22.1","22.2","22.1","23.0","22.4","22.4"
"15","1008.2","1010.7","1009.5","2023/05/15 08:23:00","1006.8","2023/05/15 15:40:00","23.9","27.9","2023/05/15 13:05:00","21.1","2023/05/15 03:41:00","19.4","77","54","2023/05/15 17:11:00","1.9","320","5.4","340","2023/05/15 12:28:00","0.0","0.0","0.0","--","0.0","--","3.6","27.0","17.30","12.8","4.2","9","2023/05/15 13:00:00","9.2","22.9","22.9","22.7","22.5","23.2","22.5","22.4"
"16","1007.8","1010.3","1009.3","2023/05/16 08:37:00","1006.5","2023/05/16 15:46:00","24.3","27.6","2023/05/16 11:08:00","20.9","2023/05/16 05:21:00","21.2","83","58","2023/05/16 11:10:00","2.1","320","7.4","330","2023/05/16 14:09:00","0.0","0.0","0.0","--","0.0","--","10.7","80.2","25.59","12.8","6.1","11","2023/05/16 12:00:00","6.8","23.8","23.8","23.4","23.2","23.8","22.8","22.4"
"17","1006.5","1009.0","1008.2","2023/05/17 08:19:00","1004.7","2023/05/17 23:59:00","26.5","30.6","2023/05/17 12:01:00","22.0","2023/05/17 05:20:00","21.4","75","47","2023/05/17 10:56:00","2.4","220","9.5","220","2023/05/17 22:21:00","0.0","0.0","0.0","--","0.0","--","8.0","59.9","24.40","17.6","-6.7","11","2023/05/17 12:00:00","3.6","24.8","24.8","24.2","24.0","24.5","23.3","22.6"
"18","1003.7","1006.2","1006.0","2023/05/18 23:41:00","1002.1","2023/05/18 15:43:00","28.1","30.6","2023/05/18 11:47:00","25.2","2023/05/18 04:35:00","25.2","85","74","2023/05/18 08:17:00","8.0","230","21.7","220","2023/05/18 08:17:00","16.5","1.6","9.0","2023/05/18 23:38:00","16.5","2023/05/18 23:23:00","9.3","69.5","25.27","20.4","/","11","2023/05/18 12:00:00","4.2","26.1","26.1","25.2","24.8","25.2","23.9","22.7"
"19","1006.9","1009.4","1009.1","2023/05/19 22:21:00","1003.9","2023/05/19 01:48:00","23.7","26.5","2023/05/19 13:55:00","22.1","2023/05/19 08:38:00","23.0","96","85","2023/05/19 13:45:00","3.2","80","12.7","240","2023/05/19 02:20:00","205.5","10.2","22.5","2023/05/19 01:40:00","69.0","2023/05/19 00:56:00","0.5","3.7","4.82","11.4","-0.2","5","2023/05/19 14:00:00","9.6","23.6","23.6","24.1","24.2","25.1","24.3","23.2"
"20","1008.0","1010.5","1009.1","2023/05/20 22:07:00","1006.8","2023/05/20 03:49:00","24.1","26.8","2023/05/20 16:29:00","22.5","2023/05/20 07:35:00","23.4","96","87","2023/05/20 16:40:00","1.7","80","5.5","90","2023/05/20 09:12:00","22.0","3.3","5.0","2023/05/20 10:35:00","12.5","2023/05/20 09:46:00","0.5","3.7","6.33","11.2","-0.4","5","2023/05/20 14:00:00","9.8","23.8","23.8","23.6","23.6","24.5","23.9","23.3"
"21","1007.1","1009.6","1009.0","2023/05/21 08:58:00","1005.5","2023/05/21 16:31:00","26.6","29.0","2023/05/21 13:03:00","24.3","2023/05/21 00:09:00","25.5","94","85","2023/05/21 14:59:00","4.4","240","12.1","230","2023/05/21 14:49:00","1.0","1.2","0.5","2023/05/21 09:07:00","1.0","2023/05/21 09:07:00","2.9","21.6","13.87","12.2","-3.3","7","2023/05/21 13:00:00","8.4","25.3","25.3","24.5","24.2","24.7","23.9","23.4"
"22","1004.6","1007.1","1009.0","2023/05/22 23:28:00","1002.8","2023/05/22 15:35:00","26.9","30.1","2023/05/22 13:53:00","20.3","2023/05/22 23:39:00","24.4","86","76","2023/05/22 09:39:00","8.5","230","19.2","50","2023/05/22 21:20:00","48.0","4.1","12.0","2023/05/22 18:57:00","18.0","2023/05/22 18:54:00","3.6","26.9","17.43","34.0","-0.2","11","2023/05/22 13:00:00","8.8","25.7","25.7","25.1","24.8","25.3","24.2","23.4"
"23","1009.3","1011.8","1010.5","2023/05/23 21:33:00","1007.2","2023/05/23 01:56:00","21.7","24.4","2023/05/23 14:34:00","20.1","2023/05/23 01:11:00","18.3","82","69","2023/05/23 14:15:00","6.1","60","13.3","50","2023/05/23 16:08:00","2.0","1.5","1.0","2023/05/23 00:07:00","1.0","2023/05/23 00:02:00","1.5","11.2","14.63","12.0","4.4","7","2023/05/23 13:00:00","9.6","21.3","21.3","23.0","23.4","24.6","23.9","23.6"
"24","1008.8","1011.3","1010.5","2023/05/24 22:22:00","1008.0","2023/05/24 15:56:00","23.3","26.3","2023/05/24 14:01:00","20.5","2023/05/24 01:55:00","20.3","84","69","2023/05/24 11:11:00","2.1","300","9.2","60","2023/05/24 00:10:00","2.0","1.9","0.5","2023/05/24 17:06:00","1.5","2023/05/24 17:06:00","2.2","16.3","15.65","16.4","-3.5","8","2023/05/24 11:00:00","7.6","22.9","22.9","22.8","22.9","23.8","23.4","23.6"
"25","1010.7","1013.2","1012.0","2023/05/25 07:43:00","1009.1","2023/05/25 17:09:00","25.3","28.3","2023/05/25 13:31:00","22.7","2023/05/25 00:44:00","23.6","90","74","2023/05/25 16:21:00","1.8","60","6.6","350","2023/05/25 11:50:00","0.5","0.2","0.5","2023/05/25 00:14:00","0.5","2023/05/25 00:14:00","7.2","53.4","20.88","12.8","3.8","10","2023/05/25 12:00:00","6.8","24.7","24.7","24.2","24.0","24.5","23.7","23.5"
"26","1010.4","1012.9","1012.5","2023/05/26 09:43:00","1009.0","2023/05/26 23:50:00","26.0","28.4","2023/05/26 12:08:00","23.1","2023/05/26 05:19:00","24.5","92","83","2023/05/26 12:09:00","2.2","40","6.8","50","2023/05/26 17:07:00","0.0","0.0","0.0","--","0.0","--","9.6","71.3","24.48","10.8","5.7","12","2023/05/26 12:00:00","6.6","25.9","25.9","25.3","25.1","25.5","24.2","23.6"
"27","1008.3","1010.8","1009.9","2023/05/27 08:26:00","1006.9","2023/05/27 16:08:00","26.9","30.7","2023/05/27 15:11:00","23.0","2023/05/27 23:57:00","23.0","80","58","2023/05/27 16:54:00","3.0","40","9.2","50","2023/05/27 15:47:00","0.0","0.0","0.0","--","0.0","--","10.9","80.7","27.34","15.2","8.3","12","2023/05/27 12:00:00","3.6","26.0","26.0","25.9","25.7","26.1","24.8","23.7"
"28","1006.1","1008.6","1008.2","2023/05/28 08:24:00","1003.8","2023/05/28 16:01:00","27.6","32.4","2023/05/28 16:39:00","22.4","2023/05/28 01:41:00","22.7","75","61","2023/05/28 16:40:00","3.3","70","11.3","60","2023/05/28 23:07:00","0.0","0.0","0.0","--","0.0","--","12.5","92.5","28.10","20.4","5.9","12","2023/05/28 12:00:00","2.6","25.8","25.8","25.7","25.6","26.2","25.1","23.9"
"29","1003.2","1005.7","1004.8","2023/05/29 00:03:00","1001.1","2023/05/29 14:28:00","28.5","33.1","2023/05/29 12:28:00","25.8","2023/05/29 05:18:00","24.9","81","61","2023/05/29 12:18:00","6.6","50","18.2","60","2023/05/29 16:09:00","0.0","0.0","0.0","--","0.0","--","13.0","96.1","29.29","38.0","7.8","13","2023/05/29 12:00:00","3.4","26.4","26.4","26.4","26.2","26.7","25.5","24.2"
"30","1000.9","1003.3","1003.2","2023/05/30 00:01:00","998.7","2023/05/30 17:00:00","27.2","29.3","2023/05/30 09:44:00","25.9","2023/05/30 03:13:00","25.9","93","84","2023/05/30 09:45:00","8.5","50","18.9","50","2023/05/30 11:21:00","T","0.2","T","2023/05/30 22:08:00","T","2023/05/30 22:08:00","6.6","48.8","23.72","21.6","-3.6","11","2023/05/30 12:00:00","4.8","26.5","26.5","26.4","26.3","26.8","25.7","24.4"
"31","998.3","1000.8","999.7","2023/05/31 20:51:00","997.1","2023/05/31 16:26:00","26.5","27.5","2023/05/31 09:46:00","23.9","2023/05/31 21:08:00","25.5","94","88","2023/05/31 20:33:00","8.9","40","19.2","50","2023/05/31 13:28:00","T","1.3","T","2023/05/31 00:18:00","T","2023/05/31 00:18:00","0.1","0.7","9.20","11.6","-2.8","5","2023/05/31 13:00:00","9.8","25.8","25.8","26.1","26.0","26.7","25.8","24.6"
