"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"10","1018.9","1021.4","1020.5","2020/11/10 20:41:00","1017.0","2020/11/10 02:16:00","20.5","22.5","2020/11/10 12:03:00","18.5","2020/11/10 04:14:00","14.2","67","61","2020/11/10 02:00:00","8.8","50","20.3","50","2020/11/10 12:11:00","T","0.3","T","2020/11/10 03:52:00","T","2020/11/10 03:52:00","0.7","6.4","9.14","17.3","4.8","5","2020/11/10 12:00:00","8.8","20.5","21.5","21.7","22.0","23.2","24.0","25.1"
"11","1019.7","1022.2","1021.2","2020/11/11 09:29:00","1018.6","2020/11/11 13:25:00","21.6","23.7","2020/11/11 10:58:00","20.2","2020/11/11 05:45:00","14.2","63","56","2020/11/11 13:49:00","11.1","50","25.1","40","2020/11/11 12:01:00","0.0","0.0","0.0","--","0.0","--","10.0","91.6","15.98","18.7","6.2","6","2020/11/11 12:00:00","2.0","21.1","21.6","21.7","21.9","22.9","23.7","25.0"
"12","1016.9","1019.4","1019.1","2020/11/12 00:01:00","1014.9","2020/11/12 14:56:00","22.6","24.8","2020/11/12 12:27:00","21.0","2020/11/12 05:50:00","17.0","71","65","2020/11/12 10:18:00","10.6","50","24.1","60","2020/11/12 13:48:00","0.0","0.0","0.0","--","0.0","--","6.9","63.3","14.60","16.7","-5.1","5","2020/11/12 12:00:00","7.0","22.3","22.3","22.4","22.4","23.1","23.6","25.0"
"13","1016.6","1019.1","1017.8","2020/11/13 21:05:00","1015.0","2020/11/13 04:21:00","21.5","22.4","2020/11/13 12:28:00","20.7","2020/11/13 22:20:00","18.7","84","73","2020/11/13 00:01:00","8.3","50","18.9","60","2020/11/13 05:41:00","10.0","8.1","1.5","2020/11/13 14:57:00","4.5","2020/11/13 14:44:00","0.0","0.0","1.91","8.2","-0.6","2","2020/11/13 13:00:00","10.0","21.5","22.4","22.5","22.7","23.3","23.7","25.0"
"14","1016.9","1019.4","1018.5","2020/11/14 21:15:00","1014.9","2020/11/14 03:37:00","22.2","24.6","2020/11/14 11:05:00","20.5","2020/11/14 05:58:00","17.4","75","65","2020/11/14 12:00:00","8.8","50","21.6","40","2020/11/14 13:09:00","0.5","0.0","0.5","2020/11/14 00:21:00","0.5","2020/11/14 00:01:00","2.8","25.8","12.55","18.0","4.1","5","2020/11/14 13:00:00","8.8","21.0","22.2","22.2","22.4","23.2","23.8","25.0"
"15","1016.0","1018.5","1017.5","2020/11/15 00:01:00","1014.4","2020/11/15 13:58:00","24.1","28.6","2020/11/15 13:05:00","22.0","2020/11/15 01:01:00","19.5","76","59","2020/11/15 13:16:00","7.1","40","17.1","30","2020/11/15 08:20:00","0.0","0.0","0.0","--","0.0","--","9.4","86.7","15.50","17.3","4.2","6","2020/11/15 12:00:00","3.7","22.6","22.8","22.8","22.8","23.3","23.8","25.0"
"16","1014.4","1016.9","1016.6","2020/11/16 08:28:00","1012.3","2020/11/16 15:29:00","24.4","28.5","2020/11/16 11:24:00","21.8","2020/11/16 05:11:00","19.7","75","63","2020/11/16 11:17:00","6.2","40","16.4","50","2020/11/16 17:36:00","0.0","0.0","0.0","--","0.0","--","8.0","73.9","14.66","16.7","5.6","6","2020/11/16 12:00:00","4.2","23.2","23.3","23.3","23.3","23.7","23.9","24.9"
"17","1012.7","1015.2","1014.4","2020/11/17 09:00:00","1011.5","2020/11/17 23:48:00","24.4","28.3","2020/11/17 09:43:00","20.7","2020/11/17 23:31:00","19.1","73","60","2020/11/17 09:27:00","2.5","80","10.3","80","2020/11/17 00:45:00","0.0","0.0","0.0","--","0.0","--","8.5","78.6","14.11","15.3","3.0","6","2020/11/17 12:00:00","4.8","23.4","23.4","23.4","23.6","23.9","24.2","24.9"
"18","1011.1","1013.6","1013.2","2020/11/18 09:12:00","1009.7","2020/11/18 14:31:00","22.6","26.3","2020/11/18 09:39:00","20.3","2020/11/18 02:06:00","20.4","88","73","2020/11/18 09:16:00","1.6","200","6.1","300","2020/11/18 10:41:00","0.0","0.0","0.0","--","0.0","--","8.9","82.4","14.52","6.3","2.4","5","2020/11/18 12:00:00","2.5","23.1","23.2","23.3","23.5","24.0","24.3","24.9"
"19","1010.3","1012.8","1012.5","2020/11/19 09:17:00","1008.3","2020/11/19 14:42:00","23.9","29.0","2020/11/19 14:18:00","19.9","2020/11/19 05:29:00","20.9","84","63","2020/11/19 14:17:00","1.7","40","5.6","50","2020/11/19 14:36:00","0.0","0.0","0.0","--","0.0","--","5.9","54.7","12.53","9.5","3.1","5","2020/11/19 12:00:00","5.0","23.6","23.6","23.6","23.5","24.1","24.3","25.0"
"20","1012.1","1014.6","1013.5","2020/11/20 20:25:00","1009.9","2020/11/20 01:00:00","23.8","28.6","2020/11/20 09:56:00","21.8","2020/11/20 05:14:00","20.8","84","68","2020/11/20 10:07:00","4.5","50","15.0","50","2020/11/20 22:00:00","0.0","0.0","0.0","--","0.0","--","5.3","49.2","11.63","11.0","3.7","5","2020/11/20 11:00:00","6.5","23.5","24.0","24.0","24.0","24.4","24.5","25.0"
"21","1013.1","1015.6","1014.8","2020/11/21 08:56:00","1011.8","2020/11/21 02:14:00","24.3","27.8","2020/11/21 13:52:00","21.9","2020/11/21 23:43:00","20.9","82","70","2020/11/21 14:33:00","5.6","50","13.8","40","2020/11/21 00:07:00","0.0","0.0","0.0","--","0.0","--","3.5","32.5","10.90","17.0","3.0","5","2020/11/21 13:00:00","6.5","23.8","24.1","24.0","24.0","24.5","24.6","25.0"
"22","1016.3","1018.8","1019.6","2020/11/22 22:01:00","1013.2","2020/11/22 00:10:00","22.5","25.6","2020/11/22 10:02:00","20.3","2020/11/22 23:32:00","20.9","91","83","2020/11/22 22:45:00","4.9","50","18.5","40","2020/11/22 23:28:00","0.0","0.0","0.0","--","0.0","--","0.4","3.7","5.37","10.7","2.1","3","2020/11/22 11:00:00","9.0","23.0","23.9","24.1","24.1","24.6","24.7","25.0"
"23","1018.2","1020.7","1020.1","2020/11/23 08:38:00","1016.0","2020/11/23 14:42:00","21.6","24.4","2020/11/23 13:03:00","19.9","2020/11/23 02:38:00","17.7","78","71","2020/11/23 13:03:00","9.7","50","20.1","50","2020/11/23 14:44:00","0.0","0.0","0.0","--","0.0","--","2.7","25.2","9.26","16.5","3.1","4","2020/11/23 13:00:00","9.2","21.9","23.1","23.3","23.8","24.4","24.7","25.0"
"24","1017.5","1020.0","1019.4","2020/11/24 08:54:00","1015.1","2020/11/24 15:21:00","22.5","25.2","2020/11/24 14:20:00","20.9","2020/11/24 02:44:00","17.7","74","64","2020/11/24 14:16:00","8.4","50","18.4","60","2020/11/24 12:31:00","0.0","0.0","0.0","--","0.0","--","9.4","87.7","14.84","15.0","4.4","6","2020/11/24 12:00:00","2.5","22.4","23.0","23.1","23.3","24.1","24.5","25.0"
"25","1015.7","1018.2","1017.4","2020/11/25 09:00:00","1013.3","2020/11/25 14:23:00","23.2","26.5","2020/11/25 11:53:00","21.3","2020/11/25 01:06:00","19.5","80","70","2020/11/25 11:50:00","7.2","50","16.1","50","2020/11/25 11:16:00","0.0","0.0","0.0","--","0.0","--","10.1","94.4","15.29","15.7","3.5","6","2020/11/25 12:00:00","0.2","23.0","23.3","23.4","23.5","24.1","24.4","25.0"
"26","1016.1","1018.6","1018.2","2020/11/26 08:33:00","1014.4","2020/11/26 14:32:00","23.7","28.7","2020/11/26 10:52:00","19.6","2020/11/26 06:32:00","19.0","75","58","2020/11/26 10:50:00","5.7","40","15.6","40","2020/11/26 20:40:00","0.0","0.0","0.0","--","0.0","--","10.1","94.5","14.93","15.5","4.4","5","2020/11/26 12:00:00","4.2","23.1","23.5","23.6","23.6","24.3","24.4","25.0"
"27","1019.1","1021.7","1021.4","2020/11/27 22:14:00","1016.7","2020/11/27 01:49:00","20.9","23.4","2020/11/27 00:18:00","19.9","2020/11/27 23:36:00","16.8","77","69","2020/11/27 00:13:00","10.4","40","19.8","50","2020/11/27 23:30:00","0.0","0.0","0.0","--","0.0","--","0.4","3.7","6.15","14.5","3.3","3","2020/11/27 14:00:00","9.8","21.6","22.8","23.1","23.3","24.2","24.5","25.0"
"28","1020.1","1022.7","1022.2","2020/11/28 09:35:00","1018.3","2020/11/28 15:32:00","19.4","20.9","2020/11/28 09:52:00","18.0","2020/11/28 23:45:00","15.4","78","72","2020/11/28 04:48:00","10.0","50","21.2","50","2020/11/28 13:06:00","T","1.7","T","2020/11/28 12:40:00","T","2020/11/28 12:40:00","0.0","0.0","3.14","13.3","-0.8","1","2020/11/28 10:00:00","9.0","20.1","21.8","22.1","22.6","23.6","24.3","25.0"
"29","1020.2","1022.8","1021.6","2020/11/29 09:28:00","1018.6","2020/11/29 14:09:00","18.9","21.6","2020/11/29 13:15:00","17.4","2020/11/29 02:46:00","15.2","80","68","2020/11/29 13:30:00","9.4","50","18.9","40","2020/11/29 09:09:00","0.5","0.7","0.5","2020/11/29 05:01:00","0.5","2020/11/29 05:01:00","2.8","26.3","10.73","18.0","3.2","5","2020/11/29 12:00:00","8.2","20.0","21.4","21.6","22.0","23.0","24.0","25.0"
"30","1021.0","1023.6","1022.6","2020/11/30 20:50:00","1019.1","2020/11/30 14:48:00","19.2","21.6","2020/11/30 14:14:00","17.9","2020/11/30 22:46:00","14.7","75","60","2020/11/30 14:17:00","9.6","50","20.7","60","2020/11/30 13:53:00","T","0.0","T","2020/11/30 22:36:00","T","2020/11/30 22:36:00","1.6","15.0","9.09","19.0","-1.5","4","2020/11/30 12:00:00","9.0","19.9","21.2","21.4","21.8","22.7","23.6","25.0"
