"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"11","1025.0","1027.7","1027.1","2024/02/11 09:47:00","1023.5","2024/02/11 15:04:00","15.3","20.6","2024/02/11 12:29:00","10.6","2024/02/11 02:46:00","7.1","60","28","2024/02/11 13:18:00","5.9","50","15.3","40","2024/02/11 15:55:00","0.0","0.0","0.0","--","0.0","--","10.6","94.8","20.90","25.5","4.9","7","2024/02/11 13:00:00","0.0","2.4","13.6","13.6","13.9","14.2","15.5","15.8","18.1"
"12","1023.5","1026.1","1025.1","2024/02/12 09:11:00","1022.1","2024/02/12 15:00:00","17.3","22.7","2024/02/12 12:02:00","13.4","2024/02/12 23:51:00","9.4","61","28","2024/02/12 11:48:00","3.5","60","11.6","70","2024/02/12 01:23:00","0.0","0.0","0.0","--","0.0","--","10.6","94.7","20.65","23.0","2.8","8","2024/02/12 13:00:00","1.0","2.4","15.1","15.1","14.8","14.8","15.9","15.9","17.9"
"13","1021.4","1024.0","1023.5","2024/02/13 00:08:00","1019.4","2024/02/13 15:14:00","14.6","19.2","2024/02/13 13:22:00","9.6","2024/02/13 06:30:00","11.6","83","51","2024/02/13 09:24:00","1.8","280","5.8","270","2024/02/13 15:43:00","0.0","0.0","0.0","--","0.0","--","10.4","92.7","20.26","11.3","2.4","8","2024/02/13 13:00:00","2.8","4.4","14.8","14.8","14.8","15.0","16.2","16.2","17.8"
"14","1018.2","1020.8","1020.7","2024/02/14 08:03:00","1016.0","2024/02/14 15:39:00","17.0","23.0","2024/02/14 11:29:00","11.2","2024/02/14 03:08:00","10.4","67","38","2024/02/14 14:41:00","1.5","320","5.0","330","2024/02/14 13:35:00","0.0","0.0","0.0","--","0.0","--","10.6","94.3","20.02","19.0","3.6","8","2024/02/14 13:00:00","0.0","3.2","15.2","15.2","15.0","15.2","16.3","16.3","17.8"
"15","1016.8","1019.3","1019.9","2024/02/15 23:34:00","1014.3","2024/02/15 14:02:00","18.7","24.9","2024/02/15 12:38:00","13.2","2024/02/15 04:01:00","14.5","79","46","2024/02/15 11:39:00","3.3","50","16.5","50","2024/02/15 22:25:00","0.0","0.0","0.0","--","0.0","--","10.3","91.4","19.23","15.0","-3.7","8","2024/02/15 13:00:00","1.5","4.7","16.9","16.9","16.0","15.9","16.8","16.5","17.9"
"16","1019.4","1022.0","1021.7","2024/02/16 08:42:00","1017.7","2024/02/16 23:44:00","14.3","15.6","2024/02/16 21:58:00","12.9","2024/02/16 06:30:00","13.5","95","88","2024/02/16 14:38:00","7.4","50","15.9","40","2024/02/16 01:05:00","0.5","3.3","0.5","2024/02/16 05:45:00","0.5","2024/02/16 05:45:00","0.0","0.0","3.76","13.5","1.0","2","2024/02/16 11:00:00","10.0","9.8","15.0","15.0","15.8","16.1","17.2","16.9","18.0"
"17","1016.0","1018.6","1017.9","2024/02/17 08:49:00","1014.5","2024/02/17 18:34:00","15.5","16.9","2024/02/17 10:03:00","13.4","2024/02/17 23:33:00","14.9","96","89","2024/02/17 10:18:00","3.2","40","9.3","30","2024/02/17 11:20:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","6.87","10.5","0.5","3","2024/02/17 12:00:00","9.3","8.4","16.1","16.1","16.0","16.1","17.1","16.9","18.1"
"18","1014.2","1016.8","1016.4","2024/02/18 09:48:00","1012.3","2024/02/18 16:22:00","19.2","26.5","2024/02/18 14:55:00","13.1","2024/02/18 01:28:00","16.3","86","52","2024/02/18 14:37:00","1.2","230","6.0","240","2024/02/18 12:53:00","0.0","0.0","0.0","--","0.0","--","8.3","73.3","19.62","14.6","2.1","8","2024/02/18 13:00:00","4.7","7.1","17.7","17.7","16.6","16.5","17.3","17.0","18.1"
"19","1013.4","1016.0","1015.2","2024/02/19 09:22:00","1012.0","2024/02/19 16:55:00","22.4","26.1","2024/02/19 10:30:00","18.3","2024/02/19 00:01:00","19.5","85","62","2024/02/19 10:24:00","2.3","300","6.2","230","2024/02/19 17:37:00","0.0","0.0","0.0","--","0.0","--","8.7","76.6","19.79","19.0","-2.9","9","2024/02/19 13:00:00","7.0","8.1","19.8","19.8","18.2","17.8","18.3","17.5","18.2"
"20","1013.6","1016.1","1016.0","2024/02/20 09:33:00","1011.6","2024/02/20 15:22:00","23.5","28.2","2024/02/20 11:45:00","20.9","2024/02/20 05:53:00","21.9","91","66","2024/02/20 11:54:00","1.7","240","8.2","250","2024/02/20 14:45:00","T","0.3","T","2024/02/20 02:03:00","T","2024/02/20 02:03:00","6.2","54.7","16.98","11.5","2.9","8","2024/02/20 13:00:00","6.8","7.1","21.2","21.2","19.6","19.1","19.3","18.2","18.4"
"21","1013.4","1015.9","1015.3","2024/02/21 08:53:00","1011.7","2024/02/21 15:52:00","23.9","27.1","2024/02/21 12:55:00","21.1","2024/02/21 06:58:00","21.8","88","69","2024/02/21 13:23:00","2.7","260","9.1","240","2024/02/21 16:47:00","0.0","0.0","0.0","--","0.0","--","7.9","69.3","18.98","17.5","3.8","9","2024/02/21 12:00:00","5.5","4.3","21.9","21.9","20.4","19.9","20.2","19.0","18.7"
"22","1017.0","1019.5","1020.1","2024/02/22 23:56:00","1014.1","2024/02/22 03:35:00","18.3","23.1","2024/02/22 00:17:00","14.8","2024/02/22 23:55:00","17.5","95","87","2024/02/22 14:00:00","6.5","50","17.0","50","2024/02/22 18:29:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","5.70","17.1","-2.1","4","2024/02/22 14:00:00","10.0","7.2","19.2","19.2","19.7","19.7","20.4","19.5","19.0"
"23","1020.6","1023.2","1022.8","2024/02/23 09:35:00","1019.4","2024/02/23 05:29:00","14.4","15.7","2024/02/23 11:31:00","12.8","2024/02/23 08:43:00","12.7","90","83","2024/02/23 06:50:00","8.7","50","16.9","50","2024/02/23 00:28:00","T","2.7","T","2024/02/23 00:04:00","T","2024/02/23 00:04:00","0.0","0.0","5.96","17.3","-1.2","4","2024/02/23 12:00:00","10.0","8.7","15.7","15.7","17.3","17.8","19.2","19.2","19.3"
"24","1020.3","1022.9","1021.2","2024/02/24 10:48:00","1019.0","2024/02/24 14:35:00","14.5","16.7","2024/02/24 08:53:00","13.4","2024/02/24 03:47:00","13.2","92","79","2024/02/24 08:42:00","7.0","40","16.1","50","2024/02/24 01:11:00","T","0.5","T","2024/02/24 02:16:00","T","2024/02/24 02:16:00","1.1","9.6","6.11","15.0","-1.1","2","2024/02/24 10:00:00","9.0","9.3","15.8","15.8","16.6","17.0","18.4","18.6","19.4"
"25","1020.4","1023.0","1021.8","2024/02/25 20:41:00","1019.0","2024/02/25 15:35:00","13.0","14.8","2024/02/25 10:46:00","11.6","2024/02/25 22:14:00","11.0","88","79","2024/02/25 21:52:00","7.8","50","16.4","50","2024/02/25 18:46:00","0.5","0.7","0.5","2024/02/25 01:19:00","0.5","2024/02/25 01:19:00","0.0","0.0","4.30","14.0","-1.8","3","2024/02/25 11:00:00","10.0","9.5","14.4","14.4","15.9","16.5","17.9","18.2","19.4"
"26","1021.2","1023.8","1022.8","2024/02/26 09:00:00","1019.9","2024/02/26 15:07:00","12.7","13.6","2024/02/26 11:27:00","11.8","2024/02/26 20:16:00","10.4","86","78","2024/02/26 10:22:00","7.3","50","15.0","50","2024/02/26 04:47:00","0.5","4.1","0.5","2024/02/26 19:45:00","0.5","2024/02/26 19:45:00","0.0","0.0","2.60","10.5","-0.2","2","2024/02/26 12:00:00","10.0","9.7","13.8","13.8","15.0","15.6","17.2","17.7","19.3"
"27","1020.5","1023.1","1023.1","2024/02/27 09:14:00","1018.6","2024/02/27 23:55:00","13.5","15.2","2024/02/27 23:46:00","12.1","2024/02/27 08:48:00","11.8","89","83","2024/02/27 14:20:00","6.6","50","13.8","40","2024/02/27 07:57:00","0.5","5.2","0.5","2024/02/27 08:14:00","0.5","2024/02/27 08:14:00","0.0","0.0","2.66","11.5","-0.4","2","2024/02/27 14:00:00","10.0","9.9","14.1","14.1","14.9","15.4","16.9","17.3","19.1"
"28","1017.2","1019.8","1018.9","2024/02/28 06:56:00","1015.2","2024/02/28 15:50:00","15.6","18.3","2024/02/28 10:00:00","14.2","2024/02/28 18:59:00","14.6","94","83","2024/02/28 00:58:00","4.7","50","13.4","30","2024/02/28 04:28:00","T","1.3","T","2024/02/28 03:41:00","T","2024/02/28 03:41:00","0.0","0.0","5.32","10.5","0.9","4","2024/02/28 13:00:00","10.0","8.4","15.7","15.7","15.6","15.8","16.9","17.1","18.9"
"29","1016.3","1018.9","1018.5","2024/02/29 21:20:00","1014.2","2024/02/29 13:14:00","16.6","21.7","2024/02/29 10:14:00","14.2","2024/02/29 17:09:00","15.3","92","72","2024/02/29 10:07:00","3.4","40","15.1","30","2024/02/29 23:52:00","1.0","3.4","0.5","2024/02/29 21:00:00","1.0","2024/02/29 21:10:00","4.3","37.2","14.10","7.3","-2.8","7","2024/02/29 13:00:00","9.0","7.5","17.0","17.0","16.4","16.4","17.3","17.2","18.7"
