"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"20","1003.3","1005.7","1004.7","2022/06/20 00:05:00","1001.9","2022/06/20 15:35:00","28.0","30.4","2022/06/20 10:58:00","25.0","2022/06/20 05:33:00","25.4","86","75","2022/06/20 11:00:00","5.8","230","17.0","240","2022/06/20 11:26:00","0.0","0.0","0.0","--","0.0","--","11.5","84.2","27.49","25.0","6.6","13","2022/06/20 12:00:00","8.3","27.5","27.5","26.6","26.3","26.9","25.7","24.7"
"21","1004.7","1007.2","1006.8","2022/06/21 22:19:00","1001.9","2022/06/21 01:45:00","28.1","30.4","2022/06/21 11:05:00","26.1","2022/06/21 05:18:00","25.3","85","77","2022/06/21 08:15:00","3.7","240","11.1","250","2022/06/21 12:51:00","0.0","0.0","0.0","--","0.0","--","4.2","30.8","19.89","19.0","5.0","10","2022/06/21 11:00:00","9.5","27.7","27.7","26.8","26.6","27.1","25.9","24.9"
"22","1007.8","1010.3","1009.5","2022/06/22 21:46:00","1005.4","2022/06/22 03:07:00","28.4","31.0","2022/06/22 12:07:00","25.3","2022/06/22 05:00:00","25.3","83","74","2022/06/22 01:26:00","3.9","240","11.8","240","2022/06/22 12:24:00","0.0","0.0","0.0","--","0.0","--","12.8","93.8","28.93","25.0","6.5","12","2022/06/22 13:00:00","3.0","27.9","27.9","27.1","26.8","27.3","26.1","25.0"
"23","1008.2","1010.7","1009.7","2022/06/23 07:43:00","1006.3","2022/06/23 14:46:00","28.4","31.0","2022/06/23 15:08:00","25.7","2022/06/23 03:20:00","25.7","85","78","2022/06/23 07:27:00","3.5","220","11.4","240","2022/06/23 09:52:00","0.0","0.0","0.0","--","0.0","--","10.9","79.9","26.15","17.0","6.3","12","2022/06/23 12:00:00","4.8","28.4","28.4","27.5","27.2","27.7","26.4","25.2"
"24","1006.4","1008.9","1007.7","2022/06/24 07:47:00","1005.4","2022/06/24 14:18:00","28.0","31.0","2022/06/24 12:43:00","25.6","2022/06/24 23:56:00","25.2","85","78","2022/06/24 07:58:00","4.0","210","11.3","240","2022/06/24 09:58:00","T","0.1","T","2022/06/24 18:05:00","T","2022/06/24 18:05:00","9.4","68.9","24.62","24.0","-6.2","12","2022/06/24 13:00:00","7.8","28.4","28.4","27.5","27.3","27.9","26.7","25.4"
"25","1006.3","1008.8","1007.8","2022/06/25 18:15:00","1004.1","2022/06/25 03:13:00","27.6","31.7","2022/06/25 11:33:00","24.1","2022/06/25 19:18:00","24.3","82","71","2022/06/25 15:05:00","2.9","190","12.1","190","2022/06/25 18:21:00","2.0","2.3","0.5","2022/06/25 18:16:00","1.5","2022/06/25 18:16:00","8.5","62.3","23.61","18.0","-4.9","12","2022/06/25 13:00:00","6.8","28.2","28.2","27.4","27.3","27.9","26.8","25.5"
"26","1008.2","1010.7","1009.6","2022/06/26 09:13:00","1006.5","2022/06/26 01:53:00","28.2","31.5","2022/06/26 09:55:00","24.5","2022/06/26 03:50:00","24.9","82","65","2022/06/26 09:48:00","2.2","260","8.8","280","2022/06/26 12:14:00","0.0","0.0","0.0","--","0.0","--","11.4","83.6","26.74","19.5","6.2","12","2022/06/26 13:00:00","8.3","28.3","28.3","27.5","27.4","28.0","26.9","25.7"
"27","1006.7","1009.2","1008.6","2022/06/27 08:00:00","1005.0","2022/06/27 23:45:00","28.8","31.5","2022/06/27 12:04:00","25.8","2022/06/27 05:08:00","24.9","80","59","2022/06/27 16:03:00","1.9","30","6.9","280","2022/06/27 12:58:00","0.0","0.0","0.0","--","0.0","--","12.1","88.7","27.65","18.0","6.6","12","2022/06/27 13:00:00","7.0","28.9","28.9","28.1","27.8","28.3","27.1","25.8"
"28","1003.7","1006.2","1005.3","2022/06/28 07:24:00","1001.8","2022/06/28 23:23:00","28.6","31.4","2022/06/28 11:26:00","25.9","2022/06/28 04:24:00","26.0","86","72","2022/06/28 16:42:00","2.4","180","6.4","320","2022/06/28 13:22:00","0.0","0.0","0.0","--","0.0","--","8.7","63.8","23.76","18.0","5.4","13","2022/06/28 12:00:00","6.8","28.8","28.8","28.3","28.1","28.5","27.3","26.0"
"29","1002.7","1005.2","1004.5","2022/06/29 22:22:00","1000.9","2022/06/29 16:05:00","27.8","32.2","2022/06/29 11:12:00","23.1","2022/06/29 18:23:00","25.6","88","68","2022/06/29 11:20:00","2.8","30","17.7","220","2022/06/29 18:05:00","11.5","1.2","8.5","2022/06/29 18:20:00","11.5","2022/06/29 17:55:00","3.2","23.5","16.13","17.5","-5.0","9","2022/06/29 13:00:00","6.8","28.5","28.5","28.1","28.0","28.6","27.5","26.1"
"30","1002.2","1004.6","1004.1","2022/06/30 00:08:00","1000.5","2022/06/30 17:08:00","28.4","31.5","2022/06/30 13:00:00","24.6","2022/06/30 00:01:00","25.8","86","72","2022/06/30 10:40:00","2.0","250","8.2","250","2022/06/30 12:42:00","0.0","0.0","0.0","--","0.0","--","10.6","77.8","26.47","20.5","6.0","12","2022/06/30 13:00:00","6.8","28.2","28.2","27.6","27.5","28.2","27.3","26.3"
