"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"10","1004.9","1007.3","1007.0","2021/09/10 08:42:00","1002.7","2021/09/10 16:47:00","30.3","33.7","2021/09/10 16:58:00","27.0","2021/09/10 04:32:00","24.3","71","54","2021/09/10 17:01:00","3.4","60","13.6","60","2021/09/10 23:09:00","0.0","0.0","0.0","--","0.0","--","10.4","84.4","23.69","18.0","7.5","11","2021/09/10 12:00:00","1.7","30.4","29.9","30.1","30.1","30.9","30.1","29.6"
"11","997.6","1000.0","1003.1","2021/09/11 00:09:00","993.5","2021/09/11 23:19:00","30.5","34.0","2021/09/11 09:57:00","28.2","2021/09/11 04:23:00","24.0","69","52","2021/09/11 09:35:00","5.3","70","14.7","70","2021/09/11 20:37:00","0.0","0.0","0.0","--","0.0","--","8.6","69.9","18.74","19.3","7.2","9","2021/09/11 12:00:00","7.8","30.3","29.8","30.1","30.2","31.0","30.3","29.6"
"12","994.9","997.4","1000.2","2021/09/12 21:12:00","991.4","2021/09/12 05:04:00","27.5","29.4","2021/09/12 00:51:00","25.8","2021/09/12 16:40:00","23.8","81","63","2021/09/12 00:57:00","6.9","70","17.4","20","2021/09/12 13:02:00","5.0","2.5","1.0","2021/09/12 15:02:00","2.5","2021/09/12 15:02:00","0.3","2.4","8.81","15.7","-2.2","7","2021/09/12 13:00:00","8.8","27.5","28.3","29.1","29.4","30.6","30.2","29.7"
"13","1003.3","1005.8","1007.2","2021/09/13 23:58:00","999.6","2021/09/13 02:39:00","29.7","32.1","2021/09/13 11:11:00","25.9","2021/09/13 00:11:00","25.1","77","65","2021/09/13 09:04:00","8.1","240","18.8","230","2021/09/13 14:22:00","0.5","0.1","0.5","2021/09/13 01:50:00","0.5","2021/09/13 01:50:00","10.9","89.0","23.21","18.0","6.6","11","2021/09/13 12:00:00","5.7","28.5","28.1","28.4","28.6","29.8","29.6","29.7"
"14","1008.3","1010.8","1009.8","2021/09/14 23:26:00","1006.8","2021/09/14 03:26:00","29.8","32.3","2021/09/14 11:51:00","28.4","2021/09/14 19:51:00","25.9","80","69","2021/09/14 12:22:00","5.7","230","13.5","230","2021/09/14 03:06:00","0.0","0.0","0.0","--","0.0","--","11.4","93.3","23.13","22.7","7.3","11","2021/09/14 12:00:00","5.8","29.5","28.9","29.0","29.0","30.0","29.5","29.6"
"15","1008.4","1010.8","1009.8","2021/09/15 08:21:00","1006.7","2021/09/15 14:46:00","29.0","32.1","2021/09/15 12:13:00","26.8","2021/09/15 23:40:00","25.2","80","67","2021/09/15 12:10:00","3.2","230","10.2","240","2021/09/15 01:32:00","0.0","0.0","0.0","--","0.0","--","10.7","87.7","22.22","19.0","-7.3","10","2021/09/15 12:00:00","6.8","29.5","29.3","29.5","29.5","30.3","29.6","29.5"
"16","1006.9","1009.4","1008.2","2021/09/16 00:01:00","1005.1","2021/09/16 15:23:00","28.6","32.1","2021/09/16 13:46:00","25.6","2021/09/16 05:22:00","24.0","77","57","2021/09/16 16:05:00","2.1","130","7.6","20","2021/09/16 14:25:00","T","0.1","T","2021/09/16 07:11:00","T","2021/09/16 07:11:00","8.3","68.2","20.97","15.3","4.2","10","2021/09/16 12:00:00","6.0","29.3","29.2","29.5","29.5","30.4","29.8","29.5"
"17","1007.9","1010.3","1009.2","2021/09/17 10:05:00","1006.6","2021/09/17 02:36:00","28.9","32.1","2021/09/17 11:37:00","26.2","2021/09/17 05:08:00","24.5","77","65","2021/09/17 09:41:00","2.5","60","8.2","330","2021/09/17 13:14:00","0.0","0.0","0.0","--","0.0","--","8.9","73.3","21.89","12.7","5.5","10","2021/09/17 12:00:00","3.8","29.8","29.4","29.6","29.7","30.6","29.9","29.5"
"18","1009.4","1011.9","1010.7","2021/09/18 08:48:00","1008.4","2021/09/18 01:14:00","28.9","32.5","2021/09/18 12:19:00","26.0","2021/09/18 04:59:00","24.7","79","66","2021/09/18 11:57:00","2.6","60","9.7","20","2021/09/18 12:37:00","0.0","0.0","0.0","--","0.0","--","8.7","71.8","21.41","13.3","6.7","9","2021/09/18 12:00:00","5.8","29.6","29.5","29.7","29.8","30.7","29.9","29.5"
"19","1009.1","1011.6","1010.2","2021/09/19 08:41:00","1007.9","2021/09/19 14:22:00","28.6","32.4","2021/09/19 12:19:00","25.7","2021/09/19 04:51:00","25.2","82","64","2021/09/19 11:10:00","2.4","320","6.9","230","2021/09/19 08:40:00","0.0","0.0","0.0","--","0.0","--","11.3","93.4","23.59","15.0","6.0","11","2021/09/19 12:00:00","2.0","29.8","29.5","29.8","29.9","30.7","30.0","29.6"
"20","1008.3","1010.8","1010.1","2021/09/20 08:46:00","1005.9","2021/09/20 15:35:00","29.1","32.7","2021/09/20 14:03:00","26.3","2021/09/20 02:57:00","24.7","78","53","2021/09/20 15:18:00","3.0","260","7.5","280","2021/09/20 10:34:00","0.0","0.0","0.0","--","0.0","--","9.6","79.5","22.78","14.7","5.6","12","2021/09/20 12:00:00","3.7","30.0","29.7","29.9","30.0","30.9","30.1","29.6"
"21","1007.4","1009.9","1008.9","2021/09/21 08:37:00","1005.4","2021/09/21 15:40:00","29.3","33.1","2021/09/21 12:57:00","26.8","2021/09/21 23:47:00","24.8","77","57","2021/09/21 12:39:00","3.1","240","8.4","250","2021/09/21 07:46:00","0.0","0.0","0.0","--","0.0","--","8.6","71.4","20.96","16.0","5.5","11","2021/09/21 13:00:00","6.5","30.0","29.7","30.0","30.0","30.9","30.2","29.7"
"22","1009.5","1012.0","1011.4","2021/09/22 20:19:00","1008.0","2021/09/22 02:46:00","29.0","32.5","2021/09/22 11:53:00","26.0","2021/09/22 04:02:00","24.5","77","53","2021/09/22 12:10:00","2.4","50","6.7","280","2021/09/22 12:28:00","0.0","0.0","0.0","--","0.0","--","10.6","88.2","23.27","16.0","6.9","11","2021/09/22 12:00:00","4.3","29.9","29.7","30.0","30.1","30.9","30.2","29.7"
"23","1011.4","1013.9","1012.8","2021/09/23 21:19:00","1009.3","2021/09/23 16:06:00","29.6","33.9","2021/09/23 13:53:00","25.5","2021/09/23 04:41:00","24.3","74","57","2021/09/23 17:05:00","2.7","180","9.9","60","2021/09/23 16:16:00","0.0","0.0","0.0","--","0.0","--","10.2","85.0","21.40","16.0","5.9","10","2021/09/23 12:00:00","6.5","30.0","29.7","30.0","30.1","31.0","30.3","29.8"
"24","1011.5","1013.9","1012.9","2021/09/24 00:41:00","1009.7","2021/09/24 15:15:00","29.5","33.7","2021/09/24 12:10:00","26.8","2021/09/24 05:03:00","23.5","70","53","2021/09/24 10:08:00","6.6","60","18.1","30","2021/09/24 15:06:00","0.0","0.0","0.0","--","0.0","--","11.0","91.9","22.06","19.3","-7.7","10","2021/09/24 13:00:00","5.2","29.6","29.4","29.9","30.0","31.0","30.3","29.8"
"25","1010.4","1012.9","1012.0","2021/09/25 10:05:00","1009.3","2021/09/25 15:04:00","28.8","32.5","2021/09/25 12:09:00","26.7","2021/09/25 05:28:00","22.2","68","54","2021/09/25 11:40:00","6.6","60","16.3","40","2021/09/25 11:19:00","T","0.1","T","2021/09/25 03:01:00","T","2021/09/25 03:01:00","10.6","88.7","21.44","17.3","7.8","9","2021/09/25 13:00:00","2.2","28.9","28.9","29.4","29.7","30.8","30.3","29.9"
"26","1009.5","1012.0","1010.7","2021/09/26 07:46:00","1008.3","2021/09/26 15:02:00","28.1","31.6","2021/09/26 09:38:00","25.3","2021/09/26 05:47:00","22.8","73","56","2021/09/26 09:38:00","6.3","50","15.3","40","2021/09/26 13:50:00","0.0","0.0","0.0","--","0.0","--","11.1","93.1","22.83","18.7","6.8","10","2021/09/26 12:00:00","0.8","28.5","28.6","29.1","29.3","30.5","30.1","29.9"
"27","1007.9","1010.4","1009.0","2021/09/27 09:13:00","1006.7","2021/09/27 14:13:00","28.1","31.6","2021/09/27 12:46:00","26.2","2021/09/27 22:20:00","23.8","78","65","2021/09/27 10:46:00","6.0","50","14.1","40","2021/09/27 12:35:00","0.0","0.0","0.0","--","0.0","--","9.6","80.7","21.36","18.7","5.8","10","2021/09/27 12:00:00","1.7","28.7","28.8","29.2","29.4","30.4","29.9","29.8"
"28","1006.5","1009.0","1007.8","2021/09/28 00:01:00","1005.2","2021/09/28 14:34:00","27.8","31.4","2021/09/28 11:22:00","25.2","2021/09/28 06:11:00","22.8","75","60","2021/09/28 12:49:00","5.6","50","16.5","40","2021/09/28 11:51:00","0.0","0.0","0.0","--","0.0","--","11.3","95.2","22.57","17.7","7.4","10","2021/09/28 12:00:00","1.0","28.4","28.6","29.1","29.2","30.4","29.9","29.8"
"29","1005.3","1007.7","1006.7","2021/09/29 08:06:00","1003.9","2021/09/29 15:25:00","27.1","31.3","2021/09/29 11:02:00","23.5","2021/09/29 03:51:00","22.7","78","58","2021/09/29 09:12:00","3.1","60","10.1","20","2021/09/29 14:32:00","0.0","0.0","0.0","--","0.0","--","11.2","94.6","22.99","17.3","5.3","10","2021/09/29 12:00:00","0.3","28.2","28.3","28.8","29.1","30.2","29.7","29.8"
"30","1005.8","1008.3","1007.4","2021/09/30 20:59:00","1004.3","2021/09/30 15:09:00","27.6","31.9","2021/09/30 12:51:00","23.5","2021/09/30 05:24:00","23.9","81","64","2021/09/30 10:35:00","2.7","20","9.5","50","2021/09/30 16:18:00","0.0","0.0","0.0","--","0.0","--","10.8","91.4","21.70","15.3","5.1","10","2021/09/30 12:00:00","0.8","28.4","28.5","28.9","29.1","30.1","29.6","29.7"
