"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1013.6","1016.2","1016.8","2021/03/01 09:17:00","1011.1","2021/03/01 17:51:00","19.4","24.1","2021/03/01 13:53:00","15.1","2021/03/01 02:07:00","16.3","84","62","2021/03/01 15:10:00","2.2","230","7.4","220","2021/03/01 16:33:00","0.0","0.0","0.0","--","0.0","--","4.8","41.4","14.27","10.1","-3.7","6","2021/03/01 13:00:00","7.8","18.6","17.9","17.8","17.7","18.5","18.2","19.4"
"02","1018.9","1021.5","1021.0","2021/03/02 22:26:00","1013.6","2021/03/02 00:01:00","14.5","19.2","2021/03/02 00:01:00","12.6","2021/03/02 08:03:00","12.6","89","77","2021/03/02 23:20:00","9.2","50","21.2","40","2021/03/02 06:29:00","18.5","6.7","3.5","2021/03/02 07:26:00","6.5","2021/03/02 04:01:00","0.0","0.0","3.44","7.8","-0.7","2","2021/03/02 13:00:00","10.0","15.0","16.1","17.2","17.7","18.8","18.6","19.3"
"03","1018.0","1020.6","1020.1","2021/03/03 00:01:00","1016.3","2021/03/03 15:07:00","16.5","18.4","2021/03/03 11:19:00","14.7","2021/03/03 01:47:00","13.4","82","70","2021/03/03 10:40:00","5.6","40","15.7","50","2021/03/03 00:11:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","5.87","14.5","-1.7","3","2021/03/03 13:00:00","10.0","15.9","15.9","16.3","16.6","17.8","18.0","19.3"
"04","1017.0","1019.6","1018.5","2021/03/04 08:44:00","1015.3","2021/03/04 12:44:00","15.6","19.7","2021/03/04 12:16:00","14.0","2021/03/04 07:05:00","15.0","96","86","2021/03/04 12:12:00","2.2","30","7.5","350","2021/03/04 12:50:00","0.5","5.1","X","--","X","--","0.3","2.6","5.32","2.2","-0.9","5","2021/03/04 13:00:00","9.8","16.5","16.6","16.8","17.0","18.0","17.9","19.2"
"05","1014.5","1017.0","1017.4","2021/03/05 00:01:00","1012.4","2021/03/05 15:15:00","18.7","23.6","2021/03/05 12:02:00","15.5","2021/03/05 02:07:00","16.7","89","71","2021/03/05 12:03:00","3.0","60","10.0","290","2021/03/05 21:23:00","T","1.6","X","--","X","--","2.4","20.5","10.50","14.5","-2.3","5","2021/03/05 14:00:00","7.0","18.0","17.6","17.6","17.5","18.3","18.0","19.1"
"06","1015.8","1018.4","1018.9","2021/03/06 22:24:00","1013.2","2021/03/06 04:41:00","16.1","17.4","2021/03/06 03:35:00","13.9","2021/03/06 08:39:00","15.7","98","95","2021/03/06 10:02:00","3.7","40","16.2","360","2021/03/06 08:34:00","31.0","11.4","3.0","2021/03/06 11:51:00","10.0","2021/03/06 11:51:00","0.0","0.0","2.37","5.0","-0.6","1","2021/03/06 14:00:00","10.0","16.8","17.0","17.5","17.7","18.6","18.3","19.1"
"07","1018.0","1020.6","1020.0","2021/03/07 22:56:00","1015.9","2021/03/07 02:56:00","15.2","15.8","2021/03/07 08:34:00","14.3","2021/03/07 16:53:00","14.5","96","95","2021/03/07 02:27:00","7.8","40","16.7","40","2021/03/07 04:35:00","0.5","8.7","0.5","2021/03/07 16:48:00","0.5","2021/03/07 16:48:00","0.0","0.0","2.17","5.0","-0.2","1","2021/03/07 12:00:00","10.0","15.8","16.1","16.7","17.0","18.1","18.0","19.1"
"08","1018.5","1021.1","1019.8","2021/03/08 09:41:00","1016.7","2021/03/08 14:49:00","16.7","18.0","2021/03/08 09:41:00","15.2","2021/03/08 00:01:00","14.4","86","79","2021/03/08 12:39:00","7.6","40","16.9","40","2021/03/08 01:51:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","6.40","11.5","1.4","3","2021/03/08 11:00:00","10.0","16.2","16.2","16.5","16.7","17.8","17.8","19.0"
"09","1018.4","1021.0","1020.2","2021/03/09 08:31:00","1016.9","2021/03/09 14:55:00","17.1","19.5","2021/03/09 11:17:00","15.8","2021/03/09 04:48:00","15.1","88","82","2021/03/09 09:59:00","6.7","40","15.2","40","2021/03/09 19:47:00","0.0","0.0","0.0","--","0.0","--","1.7","14.4","11.35","13.3","3.6","5","2021/03/09 11:00:00","9.0","16.9","16.9","17.0","17.1","18.0","17.8","18.9"
"10","1018.6","1021.2","1020.6","2021/03/10 08:30:00","1016.7","2021/03/10 15:25:00","18.4","20.8","2021/03/10 10:45:00","17.0","2021/03/10 05:09:00","15.4","83","72","2021/03/10 10:54:00","8.9","40","20.8","50","2021/03/10 13:20:00","0.0","0.0","0.0","--","0.0","--","9.0","76.2","19.14","16.8","2.1","8","2021/03/10 13:00:00","4.2","17.6","17.4","17.6","17.5","18.3","17.9","18.9"
"11","1017.5","1020.1","1019.1","2021/03/11 09:14:00","1015.9","2021/03/11 16:56:00","17.2","19.5","2021/03/11 08:26:00","15.7","2021/03/11 19:11:00","15.8","91","83","2021/03/11 10:18:00","3.1","40","11.1","40","2021/03/11 00:07:00","0.0","0.0","0.0","--","0.0","--","3.7","31.3","14.38","11.0","3.0","6","2021/03/11 12:00:00","4.8","17.9","17.8","18.0","17.9","18.7","18.2","18.9"
"12","1017.4","1020.0","1019.1","2021/03/12 10:13:00","1015.7","2021/03/12 15:41:00","18.1","21.8","2021/03/12 13:57:00","15.5","2021/03/12 01:00:00","16.0","88","77","2021/03/12 15:09:00","5.1","50","17.7","40","2021/03/12 15:58:00","0.0","0.0","0.0","--","0.0","--","4.4","37.1","15.99","9.4","3.3","8","2021/03/12 13:00:00","6.7","18.4","18.2","18.3","18.2","18.9","18.4","19.0"
"13","1017.1","1019.7","1018.8","2021/03/13 08:03:00","1015.6","2021/03/13 18:14:00","17.7","19.8","2021/03/13 10:24:00","16.3","2021/03/13 16:18:00","13.2","75","65","2021/03/13 10:21:00","7.7","40","17.3","40","2021/03/13 13:29:00","T","0.1","T","2021/03/13 16:05:00","T","2021/03/13 16:05:00","7.6","64.0","19.54","17.3","-4.4","9","2021/03/13 13:00:00","4.8","17.5","17.6","18.1","18.2","19.1","18.6","19.1"
"14","1014.5","1017.1","1016.9","2021/03/14 08:44:00","1012.6","2021/03/14 15:30:00","18.6","21.4","2021/03/14 14:04:00","16.5","2021/03/14 04:37:00","14.6","78","67","2021/03/14 10:51:00","5.5","40","14.9","50","2021/03/14 14:52:00","0.0","0.0","0.0","--","0.0","--","10.5","88.2","22.37","17.3","4.2","10","2021/03/14 13:00:00","1.8","18.2","18.1","18.4","18.4","19.1","18.6","19.2"
"15","1012.4","1014.9","1013.8","2021/03/15 08:42:00","1011.4","2021/03/15 14:43:00","18.0","22.1","2021/03/15 09:11:00","14.7","2021/03/15 05:35:00","16.0","88","71","2021/03/15 09:07:00","1.7","220","7.8","290","2021/03/15 13:37:00","0.0","0.0","0.0","--","0.0","--","10.4","87.2","21.38","8.7","4.2","9","2021/03/15 13:00:00","2.0","18.4","18.2","18.5","18.6","19.3","18.8","19.2"
"16","1011.6","1014.2","1013.2","2021/03/16 08:01:00","1009.9","2021/03/16 15:27:00","20.8","25.8","2021/03/16 12:07:00","15.7","2021/03/16 04:19:00","16.0","76","52","2021/03/16 13:56:00","1.8","300","5.7","320","2021/03/16 05:38:00","0.0","0.0","0.0","--","0.0","--","10.8","90.3","22.58","12.9","4.1","10","2021/03/16 13:00:00","0.3","19.4","19.0","19.2","19.1","19.7","19.0","19.3"
"17","1012.3","1014.9","1013.5","2021/03/17 08:55:00","1011.3","2021/03/17 03:35:00","17.8","19.5","2021/03/17 00:44:00","17.0","2021/03/17 17:09:00","17.3","97","82","2021/03/17 00:01:00","4.4","40","9.7","40","2021/03/17 20:55:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","6.05","1.1","-0.2","3","2021/03/17 12:00:00","10.0","18.9","19.0","19.3","19.4","20.2","19.4","19.5"
"18","1012.0","1014.6","1013.9","2021/03/18 09:05:00","1010.1","2021/03/18 16:36:00","17.2","18.0","2021/03/18 13:24:00","16.5","2021/03/18 05:03:00","17.1","100","97","2021/03/18 15:05:00","3.6","40","8.3","20","2021/03/18 00:42:00","T","1.9","T","2021/03/18 01:05:00","T","2021/03/18 01:05:00","0.0","0.0","7.09","0.7","-0.7","3","2021/03/18 12:00:00","10.0","18.5","18.6","19.0","19.1","20.0","19.4","19.6"
"19","1010.4","1013.0","1012.4","2021/03/19 08:52:00","1008.4","2021/03/19 16:12:00","18.9","22.0","2021/03/19 21:07:00","16.7","2021/03/19 06:07:00","18.0","95","84","2021/03/19 15:06:00","1.6","160","5.7","310","2021/03/19 23:58:00","T","0.9","T","2021/03/19 00:19:00","T","2021/03/19 00:19:00","3.2","26.6","12.83","4.1","1.5","6","2021/03/19 14:00:00","7.0","19.6","19.2","19.3","19.3","20.0","19.4","19.7"
"20","1009.6","1012.2","1011.5","2021/03/20 23:26:00","1008.0","2021/03/20 14:15:00","18.3","21.5","2021/03/20 12:26:00","16.5","2021/03/20 04:30:00","17.7","96","83","2021/03/20 15:02:00","3.3","50","13.8","50","2021/03/20 23:44:00","0.0","0.0","0.0","--","0.0","--","3.7","30.7","14.46","4.7","-3.4","7","2021/03/20 13:00:00","7.8","19.9","19.7","19.8","19.8","20.5","19.6","19.8"
"21","1016.6","1019.2","1021.2","2021/03/21 23:07:00","1010.7","2021/03/21 01:10:00","15.0","17.6","2021/03/21 00:08:00","13.7","2021/03/21 19:06:00","11.8","82","66","2021/03/21 20:50:00","10.4","40","24.9","50","2021/03/21 21:38:00","T","1.8","T","2021/03/21 04:01:00","T","2021/03/21 04:01:00","0.0","0.0","3.15","4.7","-1.7","2","2021/03/21 10:00:00","10.0","15.9","17.2","18.4","19.0","20.1","19.7","19.9"
