"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1015.6","1018.2","1017.9","2020/04/01 21:04:00","1011.8","2020/04/01 00:07:00","17.6","18.9","2020/04/01 00:01:00","16.7","2020/04/01 20:58:00","15.1","86","73","2020/04/01 13:41:00","5.6","60","15.0","50","2020/04/01 17:44:00","9.2","6.6","1.5","2020/04/01 00:11:00","3.0","2020/04/01 00:11:00","0.0","0.0","4.03","12.7","-3.3","3","2020/04/01 14:00:00","9.5","19.2","19.7","19.9","20.3","20.7","21.3","21.5"
"02","1016.8","1019.4","1019.4","2020/04/02 09:56:00","1014.4","2020/04/02 02:27:00","18.4","21.2","2020/04/02 13:36:00","16.2","2020/04/02 04:24:00","16.8","91","75","2020/04/02 00:27:00","5.3","50","15.7","40","2020/04/02 03:39:00","15.5","3.9","4.5","2020/04/02 04:05:00","8.5","2020/04/02 04:05:00","0.2","1.6","6.41","7.8","-1.5","6","2020/04/02 12:00:00","9.5","18.6","19.1","19.2","19.4","20.1","20.8","21.5"
"03","1016.5","1019.1","1018.5","2020/04/03 21:00:00","1014.7","2020/04/03 13:49:00","19.1","21.9","2020/04/03 11:47:00","17.9","2020/04/03 22:58:00","17.8","92","87","2020/04/03 11:44:00","5.7","40","13.9","30","2020/04/03 15:04:00","0.1","0.4","0.1","2020/04/03 05:35:00","0.1","2020/04/03 05:30:00","0.2","1.6","6.44","10.0","-1.3","6","2020/04/03 12:00:00","9.7","19.2","19.6","19.6","19.7","20.2","20.6","21.5"
"04","1017.9","1020.5","1020.2","2020/04/04 20:57:00","1015.0","2020/04/04 03:12:00","17.8","18.7","2020/04/04 11:34:00","17.0","2020/04/04 02:15:00","15.1","85","70","2020/04/04 20:55:00","6.0","50","14.2","50","2020/04/04 20:44:00","0.8","1.7","0.2","2020/04/04 04:49:00","0.4","2020/04/04 04:47:00","0.0","0.0","2.19","12.0","3.1","1","2020/04/04 12:00:00","10.0","18.1","19.0","19.1","19.4","20.0","20.6","21.4"
"05","1018.5","1021.1","1019.6","2020/04/05 09:26:00","1017.3","2020/04/05 04:17:00","17.5","20.1","2020/04/05 09:56:00","15.7","2020/04/05 17:09:00","13.1","76","63","2020/04/05 10:47:00","7.1","50","16.5","50","2020/04/05 12:31:00","1.5","2.6","0.3","2020/04/05 16:01:00","1.0","2020/04/05 15:11:00","0.3","2.4","5.48","11.0","-2.1","4","2020/04/05 11:00:00","9.3","17.2","18.3","18.3","18.8","19.4","20.4","21.2"
"06","1015.5","1018.1","1018.5","2020/04/06 00:11:00","1013.4","2020/04/06 16:02:00","18.0","20.9","2020/04/06 10:42:00","16.1","2020/04/06 00:06:00","15.1","84","73","2020/04/06 09:30:00","5.5","50","13.5","60","2020/04/06 09:16:00","4.2","6.1","0.4","2020/04/06 22:29:00","1.2","2020/04/06 22:25:00","0.5","4.0","7.63","12.7","-1.0","4","2020/04/06 11:00:00","9.5","17.8","18.4","18.4","18.6","19.2","20.0","21.1"
"07","1014.6","1017.2","1015.9","2020/04/07 20:55:00","1012.2","2020/04/07 03:11:00","16.6","18.1","2020/04/07 10:55:00","15.4","2020/04/07 08:03:00","14.4","87","71","2020/04/07 18:23:00","4.9","40","11.5","50","2020/04/07 15:47:00","1.4","3.9","0.4","2020/04/07 02:39:00","1.0","2020/04/07 02:36:00","0.0","0.0","4.30","12.7","2.0","4","2020/04/07 11:00:00","9.5","17.3","18.1","18.2","18.6","19.2","20.0","20.9"
"08","1014.4","1017.0","1016.0","2020/04/08 20:37:00","1013.0","2020/04/08 16:03:00","18.9","20.5","2020/04/08 11:56:00","16.3","2020/04/08 00:01:00","14.7","77","68","2020/04/08 18:18:00","5.7","50","12.9","40","2020/04/08 12:31:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","9.02","17.0","2.7","5","2020/04/08 12:00:00","9.7","17.8","18.4","18.4","18.5","19.0","19.8","20.8"
"09","1015.9","1018.5","1017.3","2020/04/09 09:46:00","1014.0","2020/04/09 02:15:00","20.0","23.7","2020/04/09 13:51:00","18.5","2020/04/09 06:40:00","16.5","80","66","2020/04/09 13:27:00","5.2","50","14.4","40","2020/04/09 17:13:00","0.0","0.0","0.0","--","0.0","--","4.9","39.1","16.75","16.0","4.4","8","2020/04/09 14:00:00","6.2","19.3","19.6","19.6","19.4","19.5","19.8","20.6"
