"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"11","1007.4","1009.9","1009.3","2025/04/11 07:39:00","1006.2","2025/04/11 15:02:00","23.4","27.0","2025/04/11 09:48:00","18.1","2025/04/11 04:02:00","20.8","86","68","2025/04/11 09:48:00","1.5","300","5.9","340","2025/04/11 10:36:00","T","0.2","T","2025/04/11 21:10:00","T","2025/04/11 21:10:00","10.8","85.9","24.27","11.0","-4.1","10","2025/04/11 12:00:00","1.8","5.5","21.5","21.5","21.8","21.5","20.7","20.2","19.5"
"12","1004.9","1007.4","1011.7","2025/04/12 23:29:00","1001.5","2025/04/12 15:42:00","25.6","29.1","2025/04/12 15:26:00","18.3","2025/04/12 23:20:00","21.3","78","61","2025/04/12 15:33:00","8.1","230","21.6","320","2025/04/12 21:06:00","72.5","4.7","16.0","2025/04/12 20:59:00","49.5","2025/04/12 20:58:00","1.6","12.7","11.66","18.0","/","8","2025/04/12 13:00:00","10.0","9.8","22.9","22.9","23.0","22.7","21.8","20.6","19.6"
"13","1011.9","1014.5","1014.8","2025/04/13 09:16:00","1009.4","2025/04/13 23:40:00","17.7","20.5","2025/04/13 13:08:00","15.6","2025/04/13 04:04:00","8.1","56","29","2025/04/13 10:52:00","4.6","50","14.4","50","2025/04/13 02:39:00","11.0","4.0","1.5","2025/04/13 00:18:00","5.0","2025/04/13 01:39:00","1.8","14.2","13.37","14.5","3.4","10","2025/04/13 13:00:00","9.0","10.0","17.4","19.4","20.4","20.7","21.3","20.7","20.0"
"14","1008.1","1010.6","1010.0","2025/04/14 08:03:00","1005.6","2025/04/14 18:40:00","21.9","25.3","2025/04/14 14:07:00","16.4","2025/04/14 05:45:00","15.0","65","49","2025/04/14 16:13:00","5.9","240","14.3","240","2025/04/14 11:08:00","0.0","0.0","0.0","--","0.0","--","11.6","91.5","27.29","17.0","5.8","11","2025/04/14 12:00:00","3.3","4.0","19.4","19.6","20.1","20.1","20.3","20.1","20.0"
"15","1010.6","1013.1","1012.5","2025/04/15 09:07:00","1009.2","2025/04/15 01:31:00","22.4","26.6","2025/04/15 13:30:00","17.6","2025/04/15 05:32:00","15.3","65","37","2025/04/15 15:18:00","3.8","40","10.6","250","2025/04/15 00:25:00","0.0","0.0","0.0","--","0.0","--","11.4","89.8","26.89","15.0","6.3","10","2025/04/15 13:00:00","1.5","3.4","20.3","20.9","21.2","21.1","20.7","20.3","20.1"
"16","1010.0","1012.5","1011.5","2025/04/16 09:25:00","1008.3","2025/04/16 16:15:00","22.1","26.1","2025/04/16 12:12:00","16.4","2025/04/16 03:11:00","16.6","72","52","2025/04/16 10:00:00","2.9","250","7.7","240","2025/04/16 17:06:00","0.0","0.0","0.0","--","0.0","--","11.6","91.2","27.04","15.0","5.5","10","2025/04/16 13:00:00","1.0","2.8","20.7","21.0","21.4","21.3","21.0","20.5","20.2"
"17","1008.0","1010.5","1010.3","2025/04/17 08:04:00","1006.2","2025/04/17 16:08:00","23.9","27.0","2025/04/17 15:45:00","19.8","2025/04/17 02:44:00","18.9","74","61","2025/04/17 10:45:00","1.5","160","5.5","330","2025/04/17 13:27:00","0.0","0.0","0.0","--","0.0","--","4.8","37.7","20.63","15.0","2.9","9","2025/04/17 12:00:00","8.5","9.2","21.9","22.0","22.3","22.1","21.5","20.8","20.3"
"18","1008.0","1010.5","1009.8","2025/04/18 10:10:00","1005.9","2025/04/18 02:17:00","25.0","26.9","2025/04/18 09:13:00","23.4","2025/04/18 04:17:00","21.6","82","67","2025/04/18 16:43:00","1.5","300","6.0","300","2025/04/18 10:48:00","T","0.2","T","2025/04/18 15:42:00","T","2025/04/18 15:42:00","0.6","4.7","11.06","14.0","-2.8","5","2025/04/18 14:00:00","9.8","9.5","23.3","23.2","23.3","23.1","22.3","21.2","20.4"
"19","1007.3","1009.8","1010.1","2025/04/19 22:58:00","1004.9","2025/04/19 15:50:00","25.9","28.3","2025/04/19 10:29:00","22.4","2025/04/19 22:43:00","23.1","85","72","2025/04/19 08:43:00","5.2","240","19.6","310","2025/04/19 22:27:00","12.0","1.9","8.5","2025/04/19 22:22:00","11.0","2025/04/19 22:22:00","6.3","49.4","22.10","16.0","-5.3","12","2025/04/19 12:00:00","7.3","9.0","24.4","24.1","24.2","23.9","22.7","21.7","20.6"
"20","1009.0","1011.5","1010.9","2025/04/20 15:58:00","1004.0","2025/04/20 02:19:00","24.2","26.8","2025/04/20 12:27:00","22.3","2025/04/20 01:00:00","22.9","92","84","2025/04/20 02:22:00","3.9","240","11.2","290","2025/04/20 15:07:00","8.5","3.6","1.5","2025/04/20 14:58:00","3.5","2025/04/20 14:52:00","0.0","0.0","8.81","15.0","-0.5","7","2025/04/20 13:00:00","10.0","9.3","23.8","23.9","24.0","23.9","23.2","22.3","20.9"
"21","1009.5","1012.0","1011.8","2025/04/21 07:55:00","1007.4","2025/04/21 23:56:00","25.0","28.6","2025/04/21 11:47:00","21.9","2025/04/21 03:03:00","23.1","89","71","2025/04/21 10:29:00","2.0","250","7.6","230","2025/04/21 11:51:00","T","0.2","T","2025/04/21 07:37:00","T","2025/04/21 07:37:00","5.8","45.2","20.93","12.5","4.5","12","2025/04/21 12:00:00","7.5","7.6","24.1","24.1","24.3","24.1","23.2","22.4","21.1"
"22","1005.7","1008.2","1007.8","2025/04/22 09:07:00","1003.2","2025/04/22 16:16:00","26.6","28.2","2025/04/22 12:27:00","23.2","2025/04/22 03:19:00","23.3","82","72","2025/04/22 07:21:00","8.3","240","18.6","230","2025/04/22 14:04:00","0.0","0.0","0.0","--","0.0","--","11.8","91.7","27.10","18.0","-5.1","12","2025/04/22 12:00:00","4.0","3.9","24.5","24.6","24.7","24.5","23.7","22.7","21.4"
"23","1006.9","1009.4","1009.8","2025/04/23 08:30:00","1004.6","2025/04/23 04:14:00","24.2","27.4","2025/04/23 13:40:00","21.7","2025/04/23 09:05:00","21.9","87","76","2025/04/23 11:37:00","5.0","240","17.9","310","2025/04/23 06:40:00","22.0","3.8","9.0","2025/04/23 08:21:00","14.5","2025/04/23 08:18:00","0.5","3.9","8.39","20.3","-2.2","8","2025/04/23 14:00:00","9.3","9.4","23.7","24.1","24.4","24.2","23.9","23.0","21.6"
"24","1007.6","1010.1","1009.2","2025/04/24 09:21:00","1005.5","2025/04/24 15:44:00","22.9","24.7","2025/04/24 22:34:00","21.6","2025/04/24 02:25:00","21.6","92","88","2025/04/24 08:45:00","2.0","60","6.1","60","2025/04/24 01:23:00","T","2.4","T","2025/04/24 01:10:00","T","2025/04/24 01:10:00","0.0","0.0","3.18","12.0","/","2","2025/04/24 12:00:00","10.0","9.5","22.9","23.3","23.7","23.7","23.5","22.9","21.8"
"25","1011.1","1013.7","1013.8","2025/04/25 21:54:00","1007.4","2025/04/25 02:59:00","20.9","24.5","2025/04/25 00:38:00","19.0","2025/04/25 19:13:00","19.5","92","83","2025/04/25 22:26:00","6.1","60","14.3","40","2025/04/25 15:19:00","18.0","14.8","2.5","2025/04/25 07:34:00","8.5","2025/04/25 06:52:00","0.0","0.0","2.49","6.8","-0.2","2","2025/04/25 12:00:00","10.0","10.0","21.5","22.4","23.0","23.0","23.2","22.8","22.0"
"26","1013.4","1015.9","1014.8","2025/04/26 11:04:00","1011.6","2025/04/26 04:19:00","19.9","20.8","2025/04/26 10:03:00","18.9","2025/04/26 03:54:00","18.3","90","83","2025/04/26 00:36:00","6.0","60","12.8","60","2025/04/26 01:58:00","3.5","7.9","0.5","2025/04/26 03:45:00","2.0","2025/04/26 13:26:00","0.0","0.0","3.45","13.5","-0.4","2","2025/04/26 11:00:00","10.0","10.0","20.2","21.0","21.6","21.7","22.3","22.2","22.0"
"27","1010.5","1013.0","1012.9","2025/04/27 00:01:00","1008.3","2025/04/27 16:25:00","22.5","26.0","2025/04/27 12:09:00","19.3","2025/04/27 05:14:00","20.8","90","82","2025/04/27 08:49:00","2.2","330","8.6","330","2025/04/27 12:46:00","0.0","0.0","0.0","--","0.0","--","3.5","27.0","16.21","14.0","-0.4","9","2025/04/27 13:00:00","7.5","7.5","21.8","21.9","22.2","22.1","22.0","21.9","21.9"
"28","1010.0","1012.5","1011.9","2025/04/28 21:59:00","1007.4","2025/04/28 02:28:00","22.7","25.3","2025/04/28 14:04:00","21.2","2025/04/28 23:38:00","18.6","79","46","2025/04/28 23:53:00","4.0","320","11.7","60","2025/04/28 16:26:00","13.0","4.7","2.0","2025/04/28 05:10:00","6.0","2025/04/28 06:08:00","2.0","15.4","11.76","13.0","3.9","7","2025/04/28 14:00:00","8.8","8.5","22.0","22.4","22.8","22.8","22.5","22.1","21.9"
"29","1011.2","1013.7","1012.7","2025/04/29 08:05:00","1009.3","2025/04/29 16:14:00","22.0","25.0","2025/04/29 10:11:00","18.9","2025/04/29 23:55:00","15.2","66","46","2025/04/29 00:02:00","5.4","60","13.9","50","2025/04/29 13:08:00","0.0","0.0","0.0","--","0.0","--","12.2","93.7","28.17","17.0","5.3","11","2025/04/29 12:00:00","2.3","2.6","20.8","21.7","22.3","22.4","22.4","22.0","21.9"
"30","1010.5","1013.0","1012.3","2025/04/30 09:19:00","1008.7","2025/04/30 16:42:00","22.9","26.7","2025/04/30 11:51:00","17.0","2025/04/30 04:40:00","19.3","81","68","2025/04/30 09:58:00","1.7","200","6.9","230","2025/04/30 10:22:00","0.0","0.0","0.0","--","0.0","--","10.6","81.3","26.34","14.0","3.9","10","2025/04/30 12:00:00","3.0","3.4","21.9","22.1","22.4","22.5","22.3","21.9","21.8"
