"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"11","1015.2","1017.8","1017.2","2024/12/11 23:46:00","1013.2","2024/12/11 13:47:00","19.1","22.0","2024/12/11 10:43:00","16.6","2024/12/11 05:18:00","16.5","85","78","2024/12/11 10:50:00","5.1","50","16.2","30","2024/12/11 21:12:00","T","0.7","T","2024/12/11 07:26:00","T","2024/12/11 07:26:00","2.0","19.0","8.92","16.0","-1.8","4","2024/12/11 11:00:00","8.5","7.8","18.9","18.9","19.0","19.1","20.2","20.1","21.7"
"12","1016.9","1019.5","1019.7","2024/12/12 08:07:00","1014.6","2024/12/12 14:52:00","17.8","19.9","2024/12/12 13:12:00","16.3","2024/12/12 06:58:00","14.5","81","72","2024/12/12 13:13:00","8.9","50","18.6","50","2024/12/12 13:57:00","0.5","7.3","0.5","2024/12/12 02:08:00","0.5","2024/12/12 02:08:00","1.1","10.4","7.04","12.5","-1.6","4","2024/12/12 12:00:00","9.0","9.9","17.6","17.6","18.3","18.7","20.0","20.2","21.7"
"13","1018.8","1021.4","1022.4","2024/12/13 23:52:00","1016.1","2024/12/13 03:23:00","16.3","18.4","2024/12/13 04:28:00","13.9","2024/12/13 23:08:00","14.3","88","79","2024/12/13 05:18:00","6.6","40","16.1","30","2024/12/13 16:45:00","6.0","15.8","0.5","2024/12/13 07:33:00","1.0","2024/12/13 09:40:00","0.0","0.0","2.18","6.0","-0.2","1","2024/12/13 12:00:00","10.0","10.0","17.2","17.2","18.1","18.6","19.8","20.1","21.7"
"14","1024.1","1026.7","1026.3","2024/12/14 09:20:00","1022.2","2024/12/14 00:14:00","13.5","14.3","2024/12/14 00:19:00","12.6","2024/12/14 05:50:00","8.4","71","64","2024/12/14 23:52:00","7.7","50","17.8","50","2024/12/14 00:31:00","T","4.1","T","2024/12/14 00:04:00","T","2024/12/14 00:04:00","0.0","0.0","1.13","7.0","-1.9","1","2024/12/14 12:00:00","10.0","10.0","14.4","14.4","16.2","17.0","18.8","19.7","21.6"
"15","1022.9","1025.5","1024.9","2024/12/15 08:48:00","1021.5","2024/12/15 15:10:00","13.9","14.4","2024/12/15 00:29:00","13.3","2024/12/15 15:11:00","7.7","66","61","2024/12/15 23:34:00","7.9","50","16.2","40","2024/12/15 10:28:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","2.84","13.5","2.8","2","2024/12/15 13:00:00","10.0","9.9","14.2","14.2","15.4","16.2","17.9","18.9","21.4"
"16","1020.5","1023.1","1022.3","2024/12/16 00:07:00","1018.5","2024/12/16 15:53:00","14.9","16.7","2024/12/16 12:44:00","13.6","2024/12/16 03:11:00","8.7","66","57","2024/12/16 09:39:00","7.0","60","17.0","50","2024/12/16 19:42:00","T","0.3","T","2024/12/16 09:37:00","T","2024/12/16 09:37:00","0.4","3.8","8.07","15.0","-2.6","4","2024/12/16 13:00:00","8.8","9.5","14.5","14.5","15.3","15.9","17.5","18.5","21.1"
"17","1018.7","1021.3","1020.3","2024/12/17 07:59:00","1016.6","2024/12/17 12:45:00","17.2","19.7","2024/12/17 11:57:00","14.6","2024/12/17 00:23:00","12.1","72","64","2024/12/17 10:36:00","7.9","50","16.8","50","2024/12/17 12:38:00","0.0","0.0","0.0","--","0.0","--","5.5","52.2","13.51","23.0","3.3","6","2024/12/17 12:00:00","5.8","7.4","16.1","16.1","16.1","16.3","17.7","18.3","20.9"
"18","1021.0","1023.6","1023.1","2024/12/18 20:01:00","1018.8","2024/12/18 00:01:00","15.5","17.3","2024/12/18 12:19:00","13.7","2024/12/18 22:29:00","7.5","59","48","2024/12/18 21:13:00","8.8","50","20.1","70","2024/12/18 19:16:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","5.86","21.5","4.8","4","2024/12/18 13:00:00","10.0","10.0","15.2","15.2","16.0","16.5","17.9","18.3","20.7"
"19","1020.4","1023.0","1023.0","2024/12/19 09:34:00","1018.0","2024/12/19 23:50:00","13.4","14.2","2024/12/19 21:33:00","12.7","2024/12/19 13:36:00","8.2","72","50","2024/12/19 03:07:00","8.4","60","21.2","50","2024/12/19 05:27:00","T","7.5","T","2024/12/19 09:30:00","T","2024/12/19 09:30:00","0.0","0.0","3.20","30.0","-0.1","2","2024/12/19 11:00:00","10.0","10.0","13.8","13.8","14.9","15.5","17.2","18.1","20.6"
"20","1017.0","1019.6","1019.4","2024/12/20 09:11:00","1014.5","2024/12/20 14:38:00","16.2","17.9","2024/12/20 12:34:00","13.3","2024/12/20 00:25:00","12.3","78","69","2024/12/20 13:01:00","7.4","50","15.5","50","2024/12/20 14:52:00","0.5","0.5","0.5","2024/12/20 05:33:00","0.5","2024/12/20 05:33:00","0.4","3.8","8.09","27.5","-1.9","4","2024/12/20 13:00:00","9.3","9.3","15.4","15.4","15.6","15.9","17.2","17.8","20.4"
"21","1018.7","1021.3","1021.9","2024/12/21 20:26:00","1015.6","2024/12/21 03:10:00","15.4","17.1","2024/12/21 00:01:00","13.9","2024/12/21 20:56:00","10.9","75","60","2024/12/21 20:46:00","8.9","50","18.6","50","2024/12/21 23:42:00","T","2.5","T","2024/12/21 04:27:00","T","2024/12/21 04:27:00","0.0","0.0","2.24","19.3","-4.8","1","2024/12/21 11:00:00","10.0","10.0","15.3","15.3","16.1","16.4","17.6","17.9","20.2"
"22","1021.4","1024.0","1025.0","2024/12/22 09:09:00","1018.8","2024/12/22 23:50:00","13.6","15.1","2024/12/22 17:50:00","12.0","2024/12/22 09:42:00","7.5","67","60","2024/12/22 16:04:00","9.3","50","20.8","60","2024/12/22 00:18:00","0.0","0.0","0.0","--","0.0","--","0.7","6.6","2.92","14.0","2.0","1","2024/12/22 13:00:00","9.5","9.7","13.6","13.6","14.8","15.4","17.0","17.8","20.1"
"23","1018.9","1021.5","1020.3","2024/12/23 08:45:00","1016.9","2024/12/23 14:04:00","15.9","18.4","2024/12/23 11:37:00","14.6","2024/12/23 02:20:00","11.8","77","63","2024/12/23 09:12:00","7.4","60","17.0","50","2024/12/23 13:23:00","9.0","10.5","0.5","2024/12/23 15:13:00","2.0","2024/12/23 20:05:00","0.2","1.9","4.80","21.3","-1.0","3","2024/12/23 12:00:00","9.5","9.9","15.2","15.2","15.2","15.5","16.8","17.4","20.0"
"24","1018.5","1021.1","1020.9","2024/12/24 09:03:00","1016.3","2024/12/24 15:47:00","16.8","18.6","2024/12/24 11:14:00","14.9","2024/12/24 00:17:00","14.0","84","71","2024/12/24 11:18:00","10.2","50","23.0","40","2024/12/24 14:22:00","1.0","2.9","0.5","2024/12/24 00:26:00","0.5","2024/12/24 00:26:00","0.5","4.7","8.93","16.0","-1.3","4","2024/12/24 12:00:00","8.5","9.6","15.5","15.5","15.7","15.9","17.1","17.5","19.8"
"25","1018.8","1021.4","1020.9","2024/12/25 08:45:00","1016.6","2024/12/25 14:08:00","17.8","18.5","2024/12/25 14:17:00","16.8","2024/12/25 10:20:00","16.7","93","90","2024/12/25 13:37:00","6.9","40","15.8","50","2024/12/25 00:49:00","2.0","8.5","0.5","2024/12/25 07:56:00","0.5","2024/12/25 07:56:00","0.0","0.0","2.52","8.5","-0.1","1","2024/12/25 13:00:00","10.0","9.9","17.1","17.1","16.8","16.8","17.7","17.7","19.7"
"26","1021.1","1023.7","1022.6","2024/12/26 09:24:00","1019.7","2024/12/26 14:56:00","17.3","19.5","2024/12/26 13:13:00","16.6","2024/12/26 02:16:00","14.2","82","71","2024/12/26 18:36:00","8.6","50","18.6","50","2024/12/26 20:10:00","1.5","4.4","0.5","2024/12/26 00:16:00","1.0","2024/12/26 00:16:00","0.5","4.7","6.05","11.0","-2.2","4","2024/12/26 13:00:00","10.0","9.9","16.7","16.7","16.9","17.0","18.0","18.0","19.7"
"27","1021.6","1024.2","1024.1","2024/12/27 23:58:00","1019.4","2024/12/27 14:02:00","17.0","19.1","2024/12/27 12:27:00","14.7","2024/12/27 23:59:59","12.2","73","67","2024/12/27 10:51:00","9.4","50","18.7","60","2024/12/27 00:17:00","T","2.2","T","2024/12/27 04:13:00","T","2024/12/27 04:13:00","0.0","0.0","6.80","11.5","-3.3","4","2024/12/27 13:00:00","10.0","10.0","16.1","16.1","16.3","16.6","17.8","18.0","19.7"
"28","1024.5","1027.1","1026.1","2024/12/28 09:03:00","1022.8","2024/12/28 15:01:00","13.2","15.5","2024/12/28 10:21:00","11.6","2024/12/28 20:35:00","6.1","62","54","2024/12/28 09:05:00","8.8","50","17.5","20","2024/12/28 11:32:00","0.5","1.4","0.5","2024/12/28 00:27:00","0.5","2024/12/28 00:27:00","2.4","22.7","8.43","13.0","3.9","3","2024/12/28 12:00:00","9.5","8.5","13.6","13.6","15.1","15.8","17.4","17.9","19.7"
"29","1020.4","1023.0","1023.9","2024/12/29 00:26:00","1017.4","2024/12/29 15:33:00","15.8","19.6","2024/12/29 14:14:00","12.0","2024/12/29 02:50:00","7.6","59","48","2024/12/29 10:10:00","6.4","60","15.7","70","2024/12/29 10:18:00","0.0","0.0","0.0","--","0.0","--","7.9","74.8","15.39","19.0","3.4","6","2024/12/29 12:00:00","3.0","6.1","14.2","14.2","14.4","14.9","16.5","17.3","19.6"
"30","1019.0","1021.6","1021.0","2024/12/30 09:39:00","1017.8","2024/12/30 15:17:00","16.1","17.3","2024/12/30 13:28:00","14.8","2024/12/30 17:35:00","13.0","82","67","2024/12/30 00:01:00","2.7","50","7.6","10","2024/12/30 11:00:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","5.64","12.0","1.8","3","2024/12/30 14:00:00","8.5","9.7","15.9","15.9","15.7","15.9","17.0","17.2","19.5"
"31","1018.2","1020.8","1019.7","2024/12/31 08:59:00","1016.5","2024/12/31 14:45:00","16.3","19.0","2024/12/31 09:37:00","14.3","2024/12/31 02:31:00","9.9","67","50","2024/12/31 12:36:00","7.2","50","18.2","50","2024/12/31 11:32:00","0.0","0.0","0.0","--","0.0","--","6.6","62.5","12.95","14.0","4.6","5","2024/12/31 13:00:00","4.5","6.8","15.6","15.6","15.9","16.2","17.3","17.4","19.4"
